name,description,symptoms,treating,causes/preventing,common state,link
Baker's cyst (popliteal cyst),"A Baker's cyst is a fluid-filled swelling that develops at the back of the knee. It’s caused when tissue behind the knee joint becomes swollen and inflamed. They’re more common in people aged over 40 and women. See your GP if you have the symptoms, and they persist (see below)","The swelling and inflammation from a Baker’s cyst can cause:
- pain in the knee and calf
- a build-up of fluid around the knee
- occasional locking or clicking in the knee joint

Sometimes a Baker's cyst may not cause any symptoms other than the fluid-filled swelling at the back of the knee.

In rare cases, a Baker's cyst can burst (rupture), resulting in fluid leaking down into your calf. This can cause:
- sharp pain
- swelling and redness in your calf","Treatment won't usually be necessary if you have a Baker's cyst that isn't causing any symptoms.

Over-the-counter painkillers can be used to reduce the swelling of a Baker's cyst and relieve any pain. Bandages or an ice pack may also help. A bag of frozen peas wrapped in a tea towel works well as an ice pack.

If you have an underlying condition that's causing your cyst, it's important that the condition is properly managed. The cyst may disappear when the condition causing it has been treated.

In some cases, it may be possible to drain the cyst. Surgery may also be needed to repair any significant damage around the knee joint.

Find out more about Baker’s cyst on the NHS website","Knee damage caused by a sports-related injury or a blow to the knee can lead to a Baker's cyst developing.

A Baker's cyst can also sometimes occur if you have a health condition such as:
- osteoarthritis
- inflammatory arthritis - including rheumatoid arthritis
- gout

Baker's cysts are more common in women than men, probably because women are more likely to develop osteoarthritis and rheumatoid arthritis. They usually develop in people aged over 40, although can affect people of any age, including children.",FALSE,https://www.nidirect.gov.uk/conditions/bakers-cyst-popliteal-cyst#toc-3
Balanitis,"Balanitis is a skin irritation on the head of the penis that can affect men and boys. It's not usually serious, but you should see your GP if you think you or your son has balanitis.","Balanitis affects the head of the penis and the foreskin. 

It occurs far more often in men and boys who haven't been circumcised.

Symptoms include:
- a sore, itchy and smelly penis
- redness and swelling
- pus
- small, eroded, itchy spots/plaques may be present with a white cheese-like matter, which can be rubbed off easily
- pain when peeing

Some adults may also have a tight foreskin that won't pull back. This is a condition called phimosis.","Most cases of balanitis are easily treated with good hygiene and, if necessary, medication recommended by your GP.

See your GP if the treatment doesn't start to work within seven days. You may need another treatment or be advised to see a specialist.

Circumcision may be advised in rare cases where a child keeps getting balanitis.

#Hygiene
If you have balanitis, you should clean your penis daily with lukewarm water and gently dry it.

- don't use soap, bubble bath, shampoo or any other potential irritant
- dry gently under the foreskin after peeing
- try a soap substitute like an emollient, available from a pharmacy

#Cleaning a child's penis
- don't pull back their foreskin to clean under it if it's still fixed
- if the child is still in nappies, change them often
- don't use baby wipes to clean their penis

#Sex and balanitis
You can have sex during treatment if your balanitis is not caused by infection.

If it's caused by an infection, like an STI or thrush, there's a risk of passing this on.","You can reduce your chances of getting balanitis by:

- keeping your penis clean
- avoiding harsh soaps and other skin irritants
- using soap substitutes, such as an emollient
- practising safe sex to avoid an STI(external link opens in a new window / tab)
- using latex-free condoms if you have a latex allergy

Young boys may not yet be able to clean under their foreskin because it may not fully pull back yet. 

Don't try to pull back a child's foreskin to clean under it if it's still fixed, as this can cause damage.",FALSE,https://www.nidirect.gov.uk/conditions/balanitis#toc-3
Behçet's disease,"Behçet's disease, or Behçet's syndrome, is a rare and poorly understood condition. It results in inflammation of the blood vessels and tissues. Behçet's disease can be difficult to diagnose because the symptoms are so wide-ranging and general (they can be shared with a number of other conditions).","The main symptoms of Behçet's disease include:
- genital and mouth ulcers
- red, painful eyes and blurred vision
- acne-like spots
- headaches
- painful, stiff and swollen joints

In severe cases, there's also a risk of serious and potentially life-threatening problems, such as permanent vision loss and strokes.

Most people with the condition experience episodes where their symptoms are severe (flare-ups or relapses). This is followed by periods where the symptoms disappear (remission).

Over time, some of the symptoms can settle down and become less troublesome. Although the symptoms may never settle completely.","There's no cure for Behçet's disease. But it's often possible to control the symptoms with medicines that reduce inflammation in the affected parts of the body.

These medications may include:
- corticosteroids - powerful anti-inflammatory medications
- immunosuppressants - medications that reduce the activity of the immune system
- biological therapies - medications that target the biological processes involved in the process of inflammation

Your healthcare team will create a specific treatment plan for you depending on your symptoms.","The cause of Behçet's disease is unknown. Although most experts believe it's an autoinflammatory condition.

An autoinflammatory condition is where the immune system - the body's natural defence against infection and illness - mistakenly attacks healthy tissue.

In cases of Behçet's disease, it's thought the immune system mistakenly attacks the blood vessels.

It's not clear what triggers this problem with the immune system. But two things are thought to play a role:

- genes - Behçet's disease tends to be much more common in certain ethnic groups where the genes that are linked to the condition may be more common
- environmental factors - although a specific environmental factor hasn't been identified, rates of Behçet's disease are lower in people from an at-risk ethnic group who live outside their native country

Behçet's disease is more common in the Far East, the Middle East and Mediterranean countries such as Turkey, Iran and Israel.

People of Mediterranean, Middle Eastern and Asian origin are thought to be most likely to develop the condition. Although the condition can affect all ethnic groups.",FALSE,https://www.nidirect.gov.uk/conditions/behcets-disease
Bone cancer,"Bone cancer that begins in the bones is a rare cancer. This is different from bone cancer that spreads to the bones after developing elsewhere in the body (not covered on this page). See your GP if you or your child are experiencing persistent, severe or worsening bone pain.","Bone cancer can affect any bone, but most cases develop in the long bones of the legs or upper arms.

The main symptoms include:
- persistent bone pain that gets worse over time and continues into the night
- swelling and redness (inflammation) over a bone, which can - make movement difficult if the affected bone is near a joint
- a noticeable lump over a bone
 -a weak bone that breaks (fractures) more easily than normal","Treatment for bone cancer depends on the type of bone cancer you have and how far it has spread.

If you are diagnosed with bone cancer, your hospital consultant will discuss the most appropriate treatment options with you.

Most people have a combination of:
- surgery to remove the section of cancerous bone - it's often possible to reconstruct or replace the bone that's been removed, but amputation is sometimes necessary
- chemotherapy - treatment with powerful cancer-killing medication
- radiotherapy - where radiation is used to destroy cancerous cells

The different types of bone cancer arise from the different types of cells in the skeletal system. The treatment and outlook will depend on the type of bone cancer you have.
","In most cases, it's not known why a person develops bone cancer.

You're more at risk of developing it if you:
- have had previous exposure to radiation during radiotherapy
- have a condition known as Paget’s disease of the bone - however, only a very small number of people with Paget’s disease will actually develop bone cancer
- have a rare genetic condition called Li-Fraumeni syndrome - people with this condition have a faulty version of a gene that normally helps stop the growth of cancerous cells",FALSE,https://www.nidirect.gov.uk/conditions/bone-cancer
Carpal tunnel syndrome,"Carpal tunnel syndrome (CTS) is pressure on a nerve in your wrist. It causes tingling, numbness and pain in your hand and fingers. You can often treat it yourself, but it can take months to get better. It’s more common in women and becomes more likely as you get older.","The main symptoms of carpal tunnel syndrome (CTS) are tingling, numbness and pain in one or both hands. Most cases affect both hands eventually.

These sensations usually develop gradually. They start off being worse during the night. They tend to affect the thumb, index finger and middle finger.

Other symptoms of carpal tunnel syndrome include:

- pins and needles
- thumb weakness
- a dull ache in the hand or arm","CTS sometimes clears up by itself in a few months, particularly if you have it because you’re pregnant.

Things that can help include:

#Wear a wrist splint
A wrist splint is something you wear on your hand to keep your wrist straight. It helps to relieve pressure on the nerve.

You wear it at night while you sleep. You’ll have to wear a splint for at least four weeks before you start to feel better.

You can buy wrist splints online or from pharmacies. Ask your pharmacist if you need advice.

#Stop/cut down on things that may be causing it
Stop or cut down on anything that causes you to bend your wrist or grip hard very often. This can include, for example, using vibrating tools for work or playing an instrument.

#Don’t take painkillers
There’s little evidence to say that painkillers like paracetamol or ibuprofen help with CTS.

Surgery may be required if these treatments fail to help your symptoms. It may also be used if there's a risk of permanent nerve damage.","Carpal tunnel syndrome is caused by compression of the median nerve. The nerve controls sensation and movement in the hands.

In most cases, it isn't known why the nerve becomes compressed. But, some things do increase the risk of CTS.

This includes:

a family history of CTS

- pregnancy 
- injuries to the wrist
- other health conditions, such as diabetes and rheumatoid arthritis
- strenuous, repetitive work with the hand",FALSE,https://www.nidirect.gov.uk/conditions/carpal-tunnel-syndrome
Cleft lip and palate,A cleft is a gap or split in the upper lip and/or roof of the mouth (palate). It is present from birth. The gap is there because parts of the baby's face didn't join together properly during development in the womb.,"Cleft lips are usually picked up during the mid-pregnancy anomaly scan carried out when you're between 18 and 21 weeks pregnant.

Not all cleft lips will be obvious on this scan and it's very difficult to detect a cleft palate on a routine ultrasound scan.

If a cleft lip or palate doesn't show up on the scan, it's normally picked up immediately after birth or during the newborn physical examination done within 72 hours of giving birth.

When your child is diagnosed as having a cleft lip or palate, you'll be referred to a specialist for assessment and treatment. They will explain your child's condition, discuss the treatments they may need, and answer any questions you have.","Cleft lips and cleft palates are treated by a specialist at hospital.

Your child will usually have a long-term care plan. The plan outlines the treatments and assessments they're likely to need as they grow up.

The health professional looking after your child’s care with discuss with you the treatment options for your child.

The main treatments are:
- surgery - surgery for a cleft lip is usually carried out at 3-6 months and an operation to repair a cleft palate is usually performed at 6-12 months
- feeding support - you may need advice about positioning your baby on your breast to help them feed, or you might need to feed them using a specially-designed bottle
- monitoring hearing - babies born with cleft palates have a higher chance of glue ear, which may affect hearing; close monitoring of their hearing is important and if glue ear affects their hearing significantly, a hearing aid may be fitted or small tubes called grommets may be placed in their ears to drain the fluid
- speech and language therapy - if your baby is born with a cleft affecting their palate (cleft palate or cleft lip and palate) a speech and language therapist will monitor your child's speech and language development throughout their childhood; they will help with any speech and language problems as necessary
- good dental hygiene and orthodontic treatment - you'll be given advice about looking after your child's teeth, and braces may be needed if their adult teeth don't come through properly","A cleft lip or palate happens when the structures that form the upper lip or palate fail to join together when a baby is developing in the womb.

The exact reason why this doesn't happen in some babies is often unclear.

In a few cases, cleft lip and palate is associated with:
- the genes a child inherits from their parents (although most cases are a one-off)
- smoking during pregnancy or drinking alcohol during pregnancy
- obesity during pregnancy
- a lack of folic acid during pregnancy
- taking certain medicines in early pregnancy, such as some anti-seizure medications and steroid tablets

In some cases, a cleft lip or palate can occur as part of a condition that causes a wider range of birth defects, such as 22q11 deletion syndrome (sometimes known as DiGeorge or velocardiofacial syndrome) and Pierre Robin sequence.
",FALSE,https://www.nidirect.gov.uk/conditions/cleft-lip-and-palate
Cold sore (herpes simplex virus),"Cold sores are small blisters that develop on the lips or around the mouth. They're caused by the herpes simplex virus. Cold sores usually clear up without treatment within 10 to 14 days.

Cold sores that keep coming back (recurrent) are shorter and less severe than a first infection.

Most people with recurrent herpes lip infections have two or more outbreaks (episodes) per year.

 A minority of people can have six or more outbreaks per year. Infections in the mouth can be more severe and last two to three weeks. ","You may not have any symptoms when you first become infected with the virus (the primary infection). An outbreak of cold sores may occur some time later and keep coming back (recurrent infection).

If the primary infection does cause symptoms, they can be quite severe.

#Herpes simplex virus primary infection

##In children

Symptoms of the primary infection are most likely to develop in children younger than five years old. Symptoms include:
- swollen and irritated gums with small, painful sores in and around the mouth - this is known as herpes simplex gingivostomatitis
- sore throat and swollen glands
- producing more saliva than normal
- high temperature (fever) of 38C (100.4F) or above
- dehydration
- feeling sick (nausea)
- headaches 

Herpes simplex gingivostomatitis usually affects young children, but adults can also develop it. It can last 10 to 14 days, with the sores taking up to three weeks to heal. Gingivostomatitis doesn't usually recur after the primary infection.

##In adults

Primary herpes simplex viruses are rare in adults. But the symptoms are similar to those experienced by children.

Symptoms include:
- you'll usually have a sore throat with or without swollen glands
- you may also have bad breath (halitosis) and painful sores in and around your mouth - these can develop into ulcers with grey or yellow centres

If you develop the herpes simplex virus at an early age, it may be triggered from time to time in later life. It can cause recurring bouts of cold sores. 

After the primary infection, the symptoms are usually reduced to just the cold sores themselves.","Recurrent cold sores usually clear up by themselves without treatment within 7 to 10 days.

Antiviral creams and other treatments are available over the counter from pharmacies without a prescription.

If used correctly, these can help ease your symptoms and speed up the healing time.

To be effective, these treatments should be applied as soon as the first signs of a cold sore appear. This is when you feel a tingling, itching or burning sensation around your mouth. Using an antiviral treatment after this initial period is unlikely to have much of an effect.

Ask your pharmacist if you need information about treatments for cold sores.

If your GP thinks it is necessary, antiviral tablets may be prescribed for severe cases.","The herpes simplex virus - or ""cold sore virus"" - is highly contagious. It can be easily passed from person to person by close direct contact.

After someone has contracted the virus, it remains inactive (dormant) most of the time.

It's not possible to prevent infection with the virus or prevent outbreaks of cold sores. But you can take steps to minimise the spread of infection.

Cold sores are at their most contagious when they burst (rupture). They stay contagious until they're completely healed. Avoid close contact with others until your cold sore has completely healed and disappeared.

There's no need to stay away from work or miss school if you or your child have a cold sore.

You can help minimise the risk of the cold sore virus spreading and cold sores recurring by:
- avoid touching cold sores unless you're applying cold sore cream - creams should be dabbed on gently rather than rubbed in, as this can damage your skin further
- always wash your hands before and after applying cold sore cream and after touching the affected area
- don't share cold sore creams or medication with other people as this can cause the infection to spread
- don't share items that come into contact with the affected area, such as lipsticks or cutlery
- avoid kissing and oral sex until your cold sores have completely healed
- be particularly careful around newborn babies, pregnant women and people with a low immune system, such as those with HIV or those having chemotherapy
- if you know what usually triggers your cold sores, try to avoid the triggers - for example, a sun block lip balm (SPF 15 or higher) may help prevent cold sores triggered by bright sunlight",FALSE,https://www.nidirect.gov.uk/conditions/cold-sore-herpes-simplex-virus
Dental abscess,"A dental abscess is a collection of pus that forms in your teeth or gums. It forms as the result of a bacterial infection. Anyone with teeth can develop a dental abscess, children and adults are equally affected.","The main symptom of a dental abscess is a severe, throbbing pain in your affected tooth or gum.

The pain usually:
- comes on suddenly
- may gradually get worse over a few hours or a few days
- causes teeth to be tender and sensitive

Sometimes the pain may spread to your ear, lower jaw and neck, on the same side as the affected tooth. There can also be severe swelling in the face, which can spread if the abscess is not treated.

Other symptoms can include:
- tenderness of your tooth and surrounding area
- sensitivity to very hot or cold food and drink
- an unpleasant taste in your mouth
- bad breath (halitosis)
- a general feeling of being unwell
- difficulty opening your mouth
- difficulty swallowing (dysphagia)
- disturbed sleep 
- a high temperature (fever)","If you think you may have a dental abscess, you should see your dentist as soon as possible. Your GP can give you advice, but they cannot provide the treatment needed to cure an abscess.

Usually the only way to cure a dental abscess is with dental treatment.","The following symptoms may mean the infection has spread to other parts of your body:
- swelling in your face
- a high temperature (fever) of 38°C (100.4°F) or above
- severe pain that does not respond to treatment with painkillers
- breathing difficulties

If you develop any of these symptoms and you are not due to see a dentist straight away, you will need to access emergency dental services. Find information about emergency dental services in Northern Ireland.

You can find out more about dentists in Northern Ireland, including registering with a local health service dentist at:

Dentists and Health Service dental charges",FALSE,https://www.nidirect.gov.uk/conditions/dental-abscess
Developmental co-ordination disorder (Dyspraxia),"Developmental co-ordination disorder (DCD), also known as dyspraxia, is a common disorder that affects movement and co-ordination. It doesn’t affect intelligence, but it can make daily life more difficult. See your GP if you think you have undiagnosed symptoms (see below).","Symptoms of DCD can vary between individuals and may change over time. You may find routine tasks difficult, and coping at work may be hard.

If you have DCD you may have problems with:
- co-ordination, balance and movement
- learning new skills, thinking, and remembering information at work and in leisure activities
- daily living skills, such as dressing or preparing meals to time
- fine motor skills such as writing, typing, drawing and grasping small objects
- social situations
- dealing with your emotions
- time management, planning and personal organisation

DCD should not be confused with other disorders affecting movement, such as:
- cerebral palsy
- strokes

It can affect people of all intellectual abilities.","Although there is no cure for DCD, there are therapies that can help you cope with your condition and be successful in your studies, work and home life, such as:
- occupational therapy - to help you find practical ways to stay independent and manage everyday tasks such as writing or preparing food
- cognitive behavioural therapy (CBT)(external link opens in a new window / tab) - a talking therapy that can help you manage your problems by changing the way you think and behave
- It may also help if you:
- regular exercise can help with co-ordination, reduce feelings of fatigue and prevent you gaining weight
- learn how to use a computer or laptop if writing by hand is difficult
- use a calendar or diary to improve your organisation - you may be able to synchronise this with your phone and computer
- learn how to talk positively about your challenges and how you have overcome them
- seek out employment support

#Support for people living with DCD
DCD can have a big effect on your life, but support is available to help you manage your condition and have the best possible quality of living.

It might help to speak to others who have the same condition or to connect with a charity."," It’s not known what causes DCD, but you may be at a higher risk of developing it if you were born prematurely. DCD is more common in men and often runs in families.",FALSE,https://www.nidirect.gov.uk/conditions/developmental-co-ordination-disorder-dyspraxia#toc-0
Embolism,"An embolism is a blockage in an artery, caused by a foreign body, such as a blood clot. The blood supply to that part of the body is stopped, causing it to lose some or all function. Dial 999 if you think you or someone else has an embolism.","Two of the most serious conditions caused by an embolism are:
- stroke - where the blood supply to the brain is cut off
- pulmonary embolism - where a foreign body blocks the artery that carries blood from the heart to the lungs (the pulmonary artery)

The main symptoms of a stroke are:
- drooping of the face
- weakness or numbness in one arm
- slurred speech or an inability to talk at all

The main symptoms of a pulmonary embolism are:
- chest pain - a sharp, stabbing pain that may be worse when you breathe in
- shortness of breath - which can come on suddenly or develop gradually
- coughing - this is usually dry, but may include coughing up blood or mucus that contains blood
- feeling faint, dizzy or passing out

Deep vein thrombosis (DVT), a blood clot in the deep veins of your leg, is one of the main causes of pulmonary embolisms. Sometimes it doesn't cause any symptoms. Symptoms can include:
- pain, swelling and tenderness in one of your legs (usually your calf)
- a heavy ache in the affected area
- warm skin in the area of the clot
- red skin, particularly at the back of your leg below the knee

If an artery in a limb is blocked, it causes critical limb ischaemia with the following symptoms:
- pain
- discoloured skin (either pale or blue)
- coldness
- loss of movement","How an embolism is treated will depend on:
- what caused the blockage
- the size of the blockage
- where the blockage is in the body 

A surgical procedure called an embolectomy is sometimes carried out to remove an obstruction.

Medication may be used to dissolve embolisms (thrombolysis) caused by blood clots. Anticoagulant medication can help make the blood less sticky and stop further clots forming.

Embolisms caused by air bubbles are usually treated in a hyperbaric chamber. The air pressure inside the chamber is higher than the normal air pressure outside, which helps reduce the size of the air bubbles inside the body.","It isn't always possible to prevent embolisms, but there are things you can do to reduce your risk, including:
- eat a healthy diet - low in fat, high in fibre, including whole grains, fruit and vegetables
- limit the amount of salt in your diet to no more than 6g (1 teaspoon) a day
- lose weight if you're overweight or obese
- stop smoking, if you smoke
- exercise for a minimum of 150 minutes a week",FALSE,https://www.nidirect.gov.uk/conditions/embolism#toc-0
