name,description,symptoms,treating,causes/preventing,common state,link
Molluscum contagiosum (MC),Molluscum contagiosum (MC) is a viral infection that affects the skin. It most commonly affects children but can occur at any age. It’s generally harmless and should get better in a few months without specific treatment.,"Usually, the only symptom of MC is a number of small, firm, raised papules (spots) on the skin with a characteristic small dimple in the middle. The spots aren't painful, but can be itchy.

The spots may develop in small clusters and can be spread across different parts of the body.

They're most often found:
- in the armpit
- behind the knees
- on the groin

MC can affect a person on more than one occasion, but this is uncommon.

It’s common for it to spread around the body and can take up to 18 months to clear completely.","Routine treatment for MC, particularly in children, is generally not recommended because:
- the infection usually clears up on its own
- the infection doesn't normally cause any symptoms other than the spots
- the infection doesn't usually interfere with everyday activities, such as going to work, swimming or playing sports
- treatments can be painful and may cause scarring or damage to the surrounding skin

Treatment is usually only recommended for older children and adults when the spots are particularly unsightly and affect quality of life, or for people with weakened immune systems.

In such cases, treatments that may be offered include:
- liquids, gels or creams that are applied directly to the skin
- minor procedures such as cryotherapy (where the spots are removed by freezing them)","Although MC is infectious, the chance of passing it on to others during normal activities is small.

It's not necessary to:
- stay away from work, school or nursery
- stop doing activities such as swimming

You should take steps to avoid spreading the virus to other people. You should:
- avoid squeezing or scratching the spots - as well as increasing the risk of the infection spreading, this can cause pain, bleeding and can lead to scarring
- keep affected areas of skin covered with clothing whenever possible - a waterproof bandage can be put over the area if you go swimming
- avoid sharing towels, flannels and clothing
- avoid sharing baths

Using a condom while having sex can reduce the risk of passing on MC during sexual contact.",TRUE,https://www.nidirect.gov.uk/conditions/molluscum-contagiosum-mc
Pityriasis rosea,"Pityriasis rosea is a common skin condition that causes a temporary rash of raised, red scaly patches on the body. See your GP if you have an unexplained rash. They'll usually be able to confirm whether it's pityriasis rosea, or another skin condition.","Pityriasis rosea can affect anyone, but it's more common in older children and young adults (aged 10 to 35). Figures from the National Institute for Health and Care Excellence (NICE) show around 1 or 2 in every 100 people develop the condition each year. 

The symptoms include:

#Feeling unwell 
Some people feel unwell for a few days before they get the rash, with symptoms such as a headache, fever and joint pain.

#The herald patch 
A single pink or red oval patch of scaly skin, known as the ""herald patch"", usually appears at least two days before a more widespread rash develops.

It ranges in size from 2cm to 10cm. It can appear on your tummy, chest, back or neck, and less commonly on the face or scalp, or near your genitals.

#Widespread rash 
A few days to two weeks later, a more widespread rash develops, which may continue to spread over the following 2 to 6 weeks.

It consists of smaller raised scaly patches that usually range in size from 0.5cm to 1.5cm. Most people get many patches across their chest, back, tummy, neck, upper arms and upper thighs. The face is usually unaffected.

In light-skinned people, the patches are usually a pinkish-reddish colour. In dark-skinned people, the patches can sometimes be grey, dark brown or black.

The rash isn't painful, but it can sometimes be itchy.

Both the herald patch and rash usually last for 2 to 12 weeks, although they can last for up to 5 months.

After the rash has gone, you may have some darker or lighter areas of skin. These should return to normal within a few months and won't leave permanent scarring.","Pityriasis rosea usually clears up without treatment within 12 weeks. Treatment isn't needed unless you experience discomfort and itching. See your pharmacist or GP for advice on treatment.

Creams and medication can help reduce, or prevent symptoms, until the condition clears up.

If the symptoms are severe and not responding to treatment, your GP may refer you to a dermatologist (hospital doctor who specialises in treating skin conditions).
","It's not known what causes pityriasis rosea. One theory is that the rash may be caused by a viral infection.

Pityriasis rosea isn’t contagious. It can't be spread to other people through physical contact.",TRUE,https://www.nidirect.gov.uk/conditions/pityriasis-rosea
Heat rash (prickly heat),Heat rash (prickly heat) is uncomfortable but usually harmless. It should clear up on its own after a few days. See your GP if the rash doesn’t improve after a few days or your baby has a rash and you’re worried.,"The symptoms of heat rash include:
- small red spots
- an itchy, prickly feeling
- redness and mild swelling

The symptoms are often the same in adults and children.

It can appear anywhere on the body and spread, but it's not infectious to other people.","One of the main things to do to treat or prevent heat rash is to keep your skin cool. This is so you don't sweat and irritate the rash.

Things you can do to keep your skin cool include:
- wearing loose cotton clothing
- using lightweight bedding
- taking cool baths or showers
- drinking plenty of fluid to avoid dehydration

Things you can do to calm the itching or prickly rash include:
- applying something cold, such as a damp cloth or ice pack (wrapped in a tea towel) for no more than 20 minutes
- tapping or patting the rash instead of scratching it
- not  using perfumed shower gels or creams","Heat rash is usually caused by excessive sweating.

Sweat glands get blocked and the trapped sweat leads to a rash developing a few days later.

Babies often get it because they can't control their temperature as well as adults and children can.",TRUE,https://www.nidirect.gov.uk/conditions/heat-rash-prickly-heat
Psoriasis,"Psoriasis is a skin condition that causes red, flaky, crusty patches of skin covered with silvery scales. Some people find their psoriasis causes itching or soreness. You should see your GP if you think you may have psoriasis.","Psoriasis typically causes patches of skin that are dry, red and covered in silver scales. These patches normally appear on your elbows, knees, scalp and lower back, but can appear anywhere on your body.  

Most people are only affected with small patches. In some cases, the patches can be itchy or sore.

There are several different types of psoriasis. Many people have only one form of psoriasis at a time, although two different types can occur together.

Guttate psoriasis also known as ‘tear drop’ or ‘rain drop’ psoriasis, is a widespread rash of small spots. It can occur at any age, but tends to occur  most often in children, adolescents and younger adults.

Usually, guttate psoriasis is widespread across the torso, back and limbs, and clears up after several weeks or months, depending on how quickly treatment is started.

Some people may continue to have flares from time to time, or find it evolves into one of the other types of psoriasis

One type may change into another type, or become more severe.

Most cases of psoriasis go through cycles, causing problems for a few weeks or months before easing or stopping.

You should see your GP if you think you may have psoriasis.","There's no cure for psoriasis. A range of treatments, including creams and ointments, can improve symptoms and the appearance of skin patches.

The health professional looking after your care will discuss treatment options with you.
","People with psoriasis have an increased production of skin cells.

The build-up of skin cells is what creates the patches associated with psoriasis.

Although the process isn't fully understood, it's thought to be related to a problem with the immune system.

Many people's psoriasis symptoms start or become worse because of a certain event, known as a ""trigger"". Possible triggers of psoriasis include an injury to your skin, throat infections and using certain medicines.

The condition isn't contagious. It can't be spread from person to person.",TRUE,https://www.nidirect.gov.uk/conditions/psoriasis
Scarlet fever,Scarlet fever is a bacterial illness that mainly affects children. It causes a distinctive pink-red rash.,"The symptoms of scarlet fever usually take two to five days to appear after infection.

The symptoms include:
- a sore throat
- headache
- high temperature (38.3C/101F) or above) 
- flushed face and swollen tongue

The distinctive pink-red rash develops 12 to 48 hours later.

#Rash
Red blotches are the first sign of the rash. These turn into a fine pink-red rash that feels like sandpaper to touch. It may also be itchy. The rash usually starts on the chest and stomach before spreading to other areas of the body, such as the ears and neck.

The rash doesn't usually spread to the face. However, the cheeks become flushed and the area just around the mouth stays quite pale. The rash will turn white if you press a glass on it.

Outer layers of skin, usually on the hands and feet, may peel for several weeks afterwards.

Other symptoms may include:
- swollen neck glands
- loss of appetite
- nausea or vomiting
- red lines in the folds of the body, such as the armpit, which may last a couple of days after the rash has gone
- a white coating on the tongue, which peels a few days later leaving the tongue red and swollen (this is known as strawberry tongue)
- a general feeling of being unwell","Most cases of scarlet fever clear up after about a week without treatment. However, treatment is recommended.

Treatment reduces the length of time you're contagious, speeds up recovery and lowers the risk of complications of scarlet fever. Scarlet fever is usually treated with a course of antibiotics.","Scarlet fever is very contagious. It is caused by Streptococcus pyogenes bacteria, also known as group A streptococcus, which are found on the skin and in the throat.

If your child has scarlet fever, you should keep them away from nursery or school for at least 24 hours after starting treatment with antibiotics. Adults with the illness should also stay off work for at least 24 hours after starting treatment.

Children and adults should cover their mouth and nose with a tissue when they cough or sneeze. They should also wash their hands with soap and water after using or disposing of tissues.

There’s currently no vaccine for scarlet fever.

Scarlet fever is a notifiable disease. This means that doctors must report cases to the Director of Public Health so they can monitor the spread of the disease.",TRUE,https://www.nidirect.gov.uk/conditions/scarlet-fever
Sore throat,Sore throats are very common and usually nothing to worry about. They normally get better within a week. Most are caused by minor illnesses such as colds or flu and can be treated at home.,Sore throat,"The following measures can often help soothe a sore throat:
- take ibuprofen or paracetamol - paracetamol is better for children and for people who can't take ibuprofen (note that children under 16 should never take aspirin)
- drink plenty of cool or warm fluids, and avoid very hot drinks
- eat cool, soft foods
- avoid smoking and smoky places
- gargle with a homemade mouthwash of warm, salty water
- suck lozenges, hard sweets, ice cubes or ice lollies - but don't give young children anything small and hard to suck because of the risk of choking

There are also products such as medicated lozenges and sprays sold in pharmacies that you may want to try. They don’t treat the infection, but some people find they help with the symptoms.

Antibiotics aren't usually prescribed for a sore throat, as most are not caused by a bacterial infection. Even if it's caused by a bacterial infection, they are unlikely to help if prescribed within the first three days of a sore throat beginning.","The cause of a sore throat isn't always obvious. But in most cases it's a symptom of a viral, (or sometimes a bacterial) infection.

#Common causes 
A sore throat is often a symptom of:
- colds or flu - you may also have a blocked or runny nose, a cough, a high temperature (fever), a headache and general aches
- laryngitis (inflammation of the voice box) - you may also have a hoarse voice, a dry cough and a constant need to clear your throat
- tonsillitis (inflammation of the tonsils) - you may also have red or spotty tonsils, discomfort when swallowing and a fever
- strep throat (a bacterial throat infection) - you may also have swollen glands in your neck, discomfort when swallowing and tonsillitis
- glandular fever - you may also feel very tired and have a fever and swollen glands in your neck

It may also be caused by something irritating your throat, such as smoke, gastro-oesophageal reflux disease (where acid leaks up from the stomach) and allergies.

#Less common causes 
Less often, a sore throat can be a sign of:
- quinsy (a painful collection of pus at the back of the throat) - the pain may be severe and you may also have difficulty opening your mouth or difficulty swallowing
- epiglottitis (inflammation of the flap of tissue at the back of the throat) - the pain may be severe and you may have difficulty breathing and difficulty swallowing

These conditions are more serious and should be seen by a doctor as soon as possible (see below).",TRUE,https://www.nidirect.gov.uk/conditions/sore-throat
Whooping cough,"Whooping cough, (pertussis), is a highly contagious bacterial chest infection. It causes repeated coughing bouts and can make babies and young children in particular very ill. In recent years, cases have increased. But it’s still rare due to a vaccination programme that can protect babies and children from the condition.","Whooping cough can affect people of any age, but usually it affects babies and young children. It can make babies and young children very ill. 

Whooping cough is spread in the droplets of the coughs or sneezes of someone with the infection.

The first symptoms of whooping cough are similar to those of a cold, such as:
- a runny nose
- red and watery eyes 
- a sore throat
- a slightly raised temperature

Intense coughing bouts start about a week later:
- the bouts usually last a few minutes at a time and tend to be more common at night
- coughing usually brings up thick mucus and may be followed by vomiting
- between coughs, you or your child may gasp for breath - this may cause a ‘whoop’ sound, although not everyone has this
- the strain of coughing can cause the face to become very red, and there may be some slight bleeding under the skin or in the eyes
- young children can sometimes briefly turn blue (cyanosis) if they have trouble breathing - this often looks worse than it is and their breathing should start again quickly
-in very young babies, the cough may not be particularly noticeable, but there may be brief periods where they stop breathing

The bouts will eventually start to become less severe and less frequent over time. It may be a few months before they stop completely.","Treatment for whooping cough depends on your age and how long you've had the infection.
- children under six months who are very ill and people with severe symptoms will usually be admitted to hospital for treatment
- people diagnosed during the first three weeks of infection may be prescribed antibiotics to take at home - these will help stop the infection spreading to others, but may not reduce the symptoms
- people who've had whooping cough for more than three weeks won't normally need any specific treatment, as they're no longer contagious and antibiotics are unlikely to help

While you or your child are recovering at home, it can help to:
- get plenty of rest
- drink lots of fluids
- clean away mucus and sick from your or your child's mouth
- take medication such as paracetamol or ibuprofen for a fever

Aspirin should not be given to children under 16 years old.

Avoid using cough medicines, as they're not suitable for young children and are unlikely to be of much help.","Vaccinations for whooping cough 
There are routine vaccinations that can protect babies and children from whooping cough.

Though rates have increased in recent years, whooping cough is rare in Northern Ireland (when compared to the time before the vaccine was developed) due to an effective vaccination programme.

High uptake rates of the vaccination programme are essential to keep whooping cough cases down.

These vaccines don't offer lifelong protection from whooping cough. They can help stop children getting it when they're young and more vulnerable to the effects of the infection.

Older children and adults aren't routinely vaccinated, except during pregnancy or a whooping cough outbreak.

",TRUE,https://www.nidirect.gov.uk/conditions/whooping-cough
Urinary tract infections in children,Urinary tract infections (UTIs) are some of the commonest bacterial infections that GPs treat. UTIs are more common in adults than in children. They can be painful and uncomfortable. But they usually pass within a few days or can be easily treated with a course of antibiotics.,"The urinary tract is where our bodies make and get rid of urine (pee). It comprises the kidneys, and stretches out to the ureters (the tubes connecting the kidneys to the bladder), down to the bladder, and finally the urethra (the tube that carries urine out of the body).

Infections of the kidneys (pyelonephritis) or ureters are known as upper UTIs. Infections of the bladder (cystitis) or infections of urethra (urethritis) are known as lower UTIs.

It can be difficult to tell whether a child has a UTI, because the symptoms can be vague and young children cannot easily communicate how they feel.

Signs that your child may have an UTI can include:
- a high temperature (fever) (greater than 38°C)
- vomiting
- tiredness
- irritability
- pain or a burning sensation when urinating
- needing to urinate (pee) very often
- wetting themselves or their bed, having previously been dry
- pain in their tummy (abdomen), side or lower back
- unpleasant smelling urine
- blood in their urine","If your child is over three months old and are not thought to be at risk of serious illness, they can usually be treated at home with a course of antibiotics.

The length of treatment will depend on the severity of illness, and whether the lower or upper part of your child's urinary tract is infected. ","It isn't possible to prevent all childhood urinary tract infections (UTIs), but there are some things you can do to reduce the risk of your child getting one.

The following advice may help:
- If possible, breastfeed your baby for the first six months after they are born - this can help improve your baby's immune system
- Encourage your child to wipe their bottom from front to back - this will help to minimise the chances of bacteria entering the urethra (the tube through which urine passes)
- Encourage children to go to the toilet regularly and make sure they are well hydrated - make sure they drink enough to keep their urine pale and clear during the day (speak to your pharmacist about medications that can help if constipation is a persistent problem)
- Avoid nylon and other types of synthetic underwear, as these can help promote the growth of bacteria - loose-fitting cotton underwear should be worn instead
- Avoid using scented soaps or bubble baths, as these can increase your child's risk of developing a UTI",TRUE,https://www.nidirect.gov.uk/conditions/urinary-tract-infections-children
Allergies,"An allergy is a reaction the body has to normally harmless substances, such as pollens, foods and medicines. Usually these substances pose no problem. If you are allergic to a particular substance, your body identifies them as a ‘threat’ and reacts.","Allergic reactions usually happen quickly within a few minutes of exposure to an allergen.

They can cause:
- sneezing
- a runny or blocked nose
- red, itchy, watery eyes
- wheezing and coughing
- a red, itchy rash
- worsening of asthma or eczema symptoms

Most allergic reactions are mild.  Occasionally a severe reaction called anaphylaxis or anaphylactic shock can occur. This is a medical emergency and needs urgent treatment.","In many cases, the most effective way of managing an allergy is to avoid the allergen that causes the reaction whenever possible.

For example, if you have a food allergy, you should check a food's ingredients list for allergens before eating it. The Food Standards Agency has more information about food allergen labelling.

There are also several medications available to help control symptoms of allergic reactions. Your pharmacist will be able to advise you about medication to help with your symptoms.  If these do not help to control your symptoms, you should see your GP.","Allergies occur when the body's immune system reacts to a particular substance as though it's harmful.

It's not clear why this happens. Most people affected have a family history of allergies or have closely related conditions such as asthma or eczema.

Is it an allergy, sensitivity or intolerance?

Below is information to help explain the difference between an allergy, sensitivity or intolerance:
- allergy - a reaction produced by the body's immune system when exposed to a normally harmless substance
- sensitivity - the exaggeration of the normal effects of a substance; for example, the caffeine in a cup of coffee may cause extreme symptoms, such as palpitations and trembling
- intolerance - where a substance causes unpleasant symptoms, such as diarrhoea, but doesn't involve the immune system; people with an intolerance to certain foods can typically eat a small amount without having any problems",FALSE,https://www.nidirect.gov.uk/conditions/allergies
Scars,"A scar is a mark left on the skin after a wound or injury has healed. Scars are a natural part of the healing process. Most will fade and become paler over time, although they never completely disappear.","#Types of scars
A scar can be a fine line or a pitted hole on the skin, or an abnormal overgrowth of tissue.

#Normal fine-line scars
A minor wound like a cut will usually heal to leave a red, raised line. It will gradually get paler and flatter over time.

This process can take up to two years. The scar won't disappear completely and you'll be left with a visible mark or line.

Fine-line scars are common following a wound or after surgery. They aren't usually painful, but they may be itchy for a few months.

On darker skin types, the scar tissue may fade to leave a brown or white mark. A pale scar may be more obvious on tanned skin because scar tissue doesn't tan.

#Keloid scars
A keloid scar is an overgrowth of tissue that occurs when too much collagen is produced at the site of the wound.

The scar keeps growing, even after the wound has healed.

Keloid scars are raised above the skin and are red or purple when newly formed, before gradually becoming paler.

They're often itchy or painful, and can restrict movement if they're tight and near a joint.

#Hypertrophic scars
Like keloid scars, hypertrophic scars are the result of excess collagen being produced at the site of a wound.

But not as much collagen is produced in hypertrophic scars compared with keloid scars.

Also, unlike keloid scars, hypertrophic scars don't extend beyond the boundary of the original wound. But they may continue to thicken for up to six months.

Hypertrophic scars are red and raised to start with, before becoming flatter and paler over the course of several years.

#Pitted or sunken scars
Some scars caused by skin conditions, such as acne and chickenpox, can have a sunken or pitted appearance.

Pitted scars, also known as atrophic or ’ice-pick’ scars, can also occur as a result of an injury that causes a loss of underlying fat.

#Scar contractures
Scar contractures are often caused by burns.

They occur when the skin ’shrinks’, leading to tightness and a restriction in movement.
","Complete scar removal isn't possible. But most scars will gradually fade and become paler over time.

A number of treatments are available that may improve a scar's appearance and help make it less visible.

Your GP may refer you to a dermatologist (skin specialist) or a plastic surgeon for treatment.

Some treatments, such as laser therapy, aren't widely available on the health service, so you'll need to pay for them privately.

If scarring is unsightly, uncomfortable or restrictive, treatment options may include:
- topical silicone gel or silicone gel sheets
- pressure dressings
- steroids
- skin camouflage (make-up)
- surgery

In many cases, a combination of treatments can be used.","#How to lessen your chances of scarring:
- Clean the wound.: As soon as you’re injured, clean the affected area with soap and water to get rid of any bacteria and prevent infection.
- Keep it moist and covered.: You might’ve grown up learning to keep cuts dry, but the opposite is true. Keeping it moist is best to prevent a scar. Use petroleum jelly on your wound, and bandage it up to let it heal.
- Avoid bacitracin.: Resist the temptation to apply topical ointment, as 8% of people are actually allergic to it — which can further inflame the area and increase the likelihood of scarring.
- Minimize movement.: Every time the scar moves, it’s going to alter the formation for a wider or thicker scar. Give your wound time to heal by not overexerting the injured area.
- Leave those scabs alone: Scabs are our skin’s natural bandages, so keep your fingers off of them and let them do their thing. Picking will only prolong your injury and keep it from healing. Think you’re picking at scabs in your sleep? Purchase a pair of cotton gloves to wear to bed.

In summary, the bottom line is don’t let it crust up, keep it moist, keep it clean, keep it covered, and minimize tension.",FALSE,"https://www.nidirect.gov.uk/conditions/scars
https://health.clevelandclinic.org/how-to-prevent-scarring/#:~:text=Keep%20it%20moist%20and%20covered,up%20to%20let%20it%20heal. "
