name,description,symptoms,treating,causes/preventing,common state,link
Thalassaemia,"Thalassaemia is the name for a group of inherited conditions that affect haemoglobin production. People with the condition produce either no or too little haemoglobin, which is used by red blood cells to carry oxygen around the body. This can make them very anaemic (tired, short of breath and pale).

Thalassaemia mainly affects people of Mediterranean, South Asian, Southeast Asian and Middle Eastern origin.

There are a number of types of thalassaemia, which can be divided into alpha and beta thalassaemias.

Beta thalassaemia major is the most severe type. Other types include beta thalassaemia intermedia, alpha thalassaemia major and haemoglobin H disease.

It's also possible to be a ""carrier"" of thalassaemia, also known as having the thalassaemia trait.

Thalassaemia carriers don't have any serious health problems themselves, but are at risk of having children with the condition.

Some types of thalassaemia may be picked up during newborn blood spot screening (heel prick test) - although this is rare in Northern Ireland.","Thalassaemia can cause a wide range of problems. Treatment can help keep many of these problems under control.

Children born with the main type of thalassaemia - beta thalassaemia major - usually develop symptoms a few months after birth.

Less severe types may not cause any noticeable problems until later in childhood or even until adulthood.

If you're a carrier of thalassaemia, you'll usually be healthy and won't have any symptoms.

If you have thalassaemia, you may have some of these symptoms:

#Anaemia
Almost everyone with thalassaemia major or other serious types will develop anaemia, which can be life-threatening in severe cases.

In anaemia there are low levels of haemoglobin (a substance that transports oxygen) in the blood.

It typically causes:
- tiredness (fatigue) and a general lack of energy 
- shortness of breath
- noticeably pounding, fluttering or irregular heartbeats (palpitations)
- pale skin
- yellowing of the skin and eyes (jaundice)

Frequent blood transfusions will usually be needed for life to stop anaemia becoming severe.

#Excess iron levels
Most people with thalassaemia major or other severe types will also be at risk of developing a range of problems caused by a build-up of iron in the body. It's usually a side effect of repeated blood transfusions,

Too much iron in the body can cause:
- heart problems - including problems affecting the heart muscle (cardiomyopathy), an irregular heartbeat and heart failure
- swelling and scarring of the liver (cirrhosis)
- early or delayed puberty
- low levels of oestrogen (female hormone) or testosterone (male hormone)
- diabetes
- problems with the thyroid gland (hypothyroidism) and parathyroid glands (hypoparathyroidism)

Lifelong treatment with medication to stop iron building up to harmful levels will usually be needed. This is known as chelation therapy.

#Other problems
Thalassaemia major or other severe types can also sometimes cause a number of other problems, including:
- delayed growth during childhood
- gallstones (small stones in the gallbladder), which can cause inflammation of the gallbladder (cholecystitis), tummy (abdominal) pain and jaundice
- unusual bone growth, such as an enlarged forehead or cheeks
- weak, fragile bones (osteoporosis)
- reduced fertility - some people with thalassaemia may need fertility treatment to help them have children","People with thalassaemia major or other serious types will need specialist care throughout their lives.

The main treatments are:

blood transfusions - regular blood transfusions are given to treat and prevent anaemia; in severe cases these are needed around once a month
chelation therapy - treatment with medications to remove the excess iron from the body that builds up as a result of having regular blood transfusions (some people experience a build-up of iron even without transfusions and need treatment for this)
Eating a healthy diet, doing regular exercise and not smoking or drinking too much alcohol can also help to make sure you stay as healthy as possible.

The only possible cure for thalassaemia is a stem cell or bone marrow transplant. But this isn't done very often because of the significant risks involved.","Thalassaemia is caused by faulty genes that affect the production of haemoglobin.

A child can only be born with the condition if they inherit these faulty genes from both parents.

For example, if both parents have the faulty gene that causes beta thalassaemia major, there's a 25 per cent chance of each child they have being born with the condition.

The parents of a child with the condition are usually carriers of thalassaemia. This means they only have one of the faulty genes that causes the condition.",FALSE,nidirect.gov.uk/conditions/thalassaemia
Underactive thyroid (hypothyroidism),"An underactive thyroid gland (hypothyroidism) means your thyroid gland doesn't produce enough thyroid hormone. The thyroid gland is a small butterfly-shaped gland in the neck, just in front of the windpipe (trachea). Both men and women can have an underactive thyroid, although it's more common in women than in men.","The function of the thyroid gland is to produce hormones. These hormones help regulate the body's metabolism (the process that turns food into energy). 

Many symptoms of an underactive thyroid (hypothyroidism) are the same as those of other conditions. So an underactive thyroid can easily be confused for something else.

Symptoms usually develop slowly. You may not realise you have a medical problem for several years.

Common symptoms and signs include:
- tiredness
- being sensitive to cold
- weight gain
- constipation
- depression
- slow movements and thoughts
- hoarseness or deepening of the voice
- muscle aches and weakness
- muscle cramps
- ‘pins and needles’ sensation in the hands
- dry and scaly skin
- brittle hair and nails
- reduced body and scalp hair (for example sparse eyebrows)
- puffy face, hands and feet (myxoedema)
- loss of libido (sex drive)
- pain, numbness and a tingling sensation in the hand and fingers (carpal tunnel syndrome)
- irregular periods or heavy periods

Elderly people with an underactive thyroid may develop memory problems and depression. Children may experience slower growth and development. Teenagers may start puberty earlier than normal.

If you have any of these symptoms, see your GP and ask to be tested for an underactive thyroid.","An underactive thyroid can often be successfully treated by taking daily hormone tablets to replace the hormones your thyroid isn't making.

These hormone replacement tablets are called levothyroxine and  raise your thyroxine levels.

You'll usually need treatment for the rest of your life. However, with proper treatment, you should be able to lead a normal, healthy life.

If an underactive thyroid isn't treated, it can lead to complications, including:
- heart disease
- goitre (swelling of the thyroid gland that causes a lump to form in the throat)
- pregnancy problems
- a life-threatening condition called myxoedema coma (although this is very rare)","There's no way of preventing an underactive thyroid. 

An underactive thyroid (hypothyroidism) is when your thyroid gland doesn't produce enough of the hormone thyroxine (also called T4).

Most cases of an underactive thyroid are caused by the immune system attacking the thyroid gland and damaging it.

Thyroid damage can also occur after thyroid or other neck surgery, or external radiotherapy for cancer treatment.",FALSE,https://www.nidirect.gov.uk/conditions/underactive-thyroid-hypothyroidism#toc-0
Urinary incontinence,Urinary incontinence is the unintentional passing of urine (pee). It's a common problem. Health Trusts in Northern Ireland provide services to the public for help and support with incontinence issues. Seeking help can be the first step towards finding a way to manage the condition.,"Having urinary incontinence means you pass urine (pee) when you don’t want to.

When and how this happens depends on the type of urinary incontinence you have.

There are several types of the condition, including:
- stress incontinence - when urine leaks out at times when your bladder is under pressure; for example, when you cough or laugh
- urge incontinence - when urine leaks as you feel a sudden, intense urge to pass urine, or soon afterwards
- overflow incontinence (chronic urinary retention) - when you're unable to fully empty your bladder, which causes frequent leaking
- total incontinence - when your bladder can't store any urine at all, which causes you to pass urine constantly or have frequent leaking

It's also possible to have a mixture of both stress and urge urinary incontinence.","Your GP may suggest some simple measures to see if they help improve your symptoms.

These may include:
- lifestyle changes - such as losing weight and cutting down on caffeine and alcohol
- pelvic floor exercises - exercising your pelvic floor muscles by squeezing them, taught by a specialist
- bladder training - where you learn ways to wait longer between needing to urinate and passing urine, helped by a specialist

Using incontinence products, such as absorbent pads and handheld urinals can also be a help

Medication may be recommended if you're still unable to manage your symptoms.

Surgery may also be considered. The health professional looking after your care will discuss treatment for you.","It's not always possible to prevent urinary incontinence. But there are some steps you can take that may help reduce the chance of it developing.

These include:
- controlling your weight
- avoiding or cutting down on alcohol
- keeping fit - in particular, ensuring that your pelvic floor muscles are strong

#Healthy weight
Being obese can increase your risk of developing urinary incontinence. You may therefore be able to lower your risk by maintaining a healthy weight through regular exercise and healthy eating.

Use the healthy weight calculator(external link opens in a new window / tab) to see if you are a healthy weight for your height.

#Drinking habits
Depending on your particular bladder problem, your GP can advise you about the amount of fluids you should drink.

If you have urinary incontinence, cut down on alcohol and drinks containing caffeine, such as tea, coffee and cola. These can cause your kidneys to produce more urine and irritate your bladder.

The recommended weekly limits for alcohol intake are 14 units for men and women.

A unit of alcohol is roughly half a pint of normal-strength lager or a single measure (25ml) of spirits.

If you have to urinate often during the night, try drinking less in the hours before you go to bed. You should make sure you still drink enough fluids during the day.

#Pelvic floor exercises
Being pregnant and giving birth can weaken the muscles that control the flow of urine from your bladder. If you're pregnant, strengthening your pelvic floor muscles may help prevent urinary incontinence.

Men may also benefit from strengthening their pelvic floor muscles with pelvic floor exercises.",FALSE,https://www.nidirect.gov.uk/conditions/urinary-incontinence#toc-0
Vaginal cancer,"Vaginal cancer is cancer that affects the vagina. Some types of cancer, such as cervical cancer, can spread to the vagina. This page is about cancer that begins in the vagina.","A total of 4 in every 5 women with vaginal cancer will have one or more of the following symptoms:
- vaginal bleeding after the menopause
- bleeding after sex or pain during sex
- smelly or bloodstained vaginal discharge
- bleeding between periods
- a lump or itch in your vagina that won't go away
- pain when peeing, or needing to pee a lot

Vaginal cancer is rare, especially in women under 40.

If you have these symptoms, it's much more likely you have something less serious, such as an infection.","You'll see a team of specialists who will recommend the best treatment for you. This will depend on things like how far the cancer has spread.

The main treatments for vaginal cancer are:
- radiotherapy- radiation from an external machine or a temporary implant in your vagina is used to kill cancer cells
- surgery - this may involve just removing a small part of your vagina or it could mean your vagina needs to be removed and recreated, and nearby tissue like your womb may need to be removed (hysterectomy)
- chemotherapy - medicine is used to relieve symptoms and kill cancer cells if they've spread to other parts of your body

Ask your care team about what the different treatments involve and why they think a certain treatment is best for you.","Like cervical cancer, vaginal cancer is usually caused by infection with some types of the human papilloma virus (HPV).

The HPV vaccination, now routinely offered to 11to 13-year-old girls, helps prevent infection with the main types of HPV linked to cervical and vaginal cancer.

This can significantly reduce the risk of getting these cancers later in life.",FALSE,https://www.nidirect.gov.uk/conditions/vaginal-cancer#toc-5
Vaginal thrush,"Vaginal thrush is a common yeast infection that affects most women at some point. It may be unpleasant and uncomfortable. However, it can usually be treated with medication available from pharmacies or on prescription from your GP.","Typical symptoms of vaginal thrush include:
- itching and soreness around the entrance of the vagina (itchy labia)
- vaginal discharge - this is usually odourless and may be thick and white or thin and watery
- pain during sex, which may make you worry about having sex
- a stinging sensation when peeing

Sometimes the skin around the vagina can be red, swollen or cracked. Occasionally there may also be sores on the skin, although this is more often a sign of genital herpes.","Mild thrush can usually be treated with a short course of antifungal medication. The symptoms will usually clear up within a week or two.

However, for some women, vaginal thrush can be difficult to treat and keeps coming back. Treatment may need to be continued for longer if you have repeated bouts of thrush.

Several thrush medicines can be bought over the counter from pharmacies. Others are only available on prescription from your GP.

The main types are:
- pessaries - a special pill that you put into your vagina using a special applicator
- intravaginal creams - these are also placed into the vagina using an applicator
- capsules -these are swallowed and may be more convenient to use than pessaries or intravaginal cream, but can have more troublesome side effects, such as vomiting or an upset stomach

Your pharmacist or GP can help you decide which treatment will be best for you. Pregnant or breastfeeding women shouldn't take the capsules.

Care should be taken when using an applicator during pregnancy to avoid potential damage to the cervix. Some women prefer to put pessaries in by hand when pregnant.

You can also get creams to apply to the skin surrounding the entrance of your vagina. These can help relieve itchiness and soreness, although you may find that an ordinary moisturiser works just as well.","If you get thrush often, you can:
- use water and a moisturiser soap substitute to clean the skin around your vagina, but avoid cleaning this area more than once a day
- apply a greasier moisturiser to the skin around your vagina several times a day to protect it (but be aware that these moisturisers can weaken condoms)
- avoid potential irritants in perfumed soaps, shower gels, vaginal deodorants, wipes and douches
- avoid wearing tight-fitting underwear or tights - some women find that special silk underwear designed for people with eczema and thrush is helpful
- make sure your blood sugar level is kept under control, if you have diabetes",FALSE,https://www.nidirect.gov.uk/conditions/vaginal-thrush#toc-0
Vertigo,"Vertigo is a symptom, rather than a condition itself. It's the sensation that you, or the environment around you, is moving or spinning. The sensation of moving or spinning makes vertigo different from simple dizziness.","The sensation that you, or the environment around you, is moving or spinning may be:
- barely noticeable
- so severe that you find it difficult to keep your balance and do everyday tasks

Attacks of vertigo can develop suddenly and last for a few seconds, or they may last much longer.

If you have severe vertigo, your symptoms may be constant and last for several days. This can make normal life difficult.

Other symptoms associated with vertigo may include:
- loss of balance - which can make it difficult to stand or walk
- feeling sick or being sick
- dizziness","Some cases of vertigo improve over time, without treatment. Some people have repeated episodes for many months, or even years, such as those with Ménière's disease.

There are specific treatments for some causes of vertigo. A series of simple head movements (known as the Epley manoeuvre) is used to treat BPPV.

If appropriate, your GP may prescribe medication. This can help in the early stages of most cases of vertigo.

If your symptoms are severe or not resolving your GP may refer you to an ear, nose and throat (ENT) specialist.

Many people with vertigo also benefit from referral for vestibular rehabilitation training (VRT), which is a series of exercises for people with dizziness and balance problems.  ","Vertigo is commonly caused by a problem with the way balance works in the inner ear. It can also be caused by problems in certain parts of the brain.

Causes of vertigo may include:
- benign paroxysmal positional vertigo (BPPV) - where certain head movements trigger vertigo
- migraines - severe headaches
- labyrinthitis - an inner ear infection
- vestibular neuronitis - inflammation of the vestibular nerve, which runs into the inner ear and sends messages to the brain that help to control balance
- Meniere's disease - thought to be caused by increased fluid pressure in the inner ear - it may occur as a result of viral or bacterial ear infections, or metabolic or immune disorders 

Much less common causes include:
- stroke and ‘mini stroke’ (transient ischaemic attack)
- brain (cerebellar) tumour
- acoustic neuroma
- multiple sclerosis

Depending on the condition causing vertigo, you may experience additional symptoms, such as a high temperature, ringing in your ears (tinnitus) and hearing loss.",FALSE,https://www.nidirect.gov.uk/conditions/vertigo#toc-0
Von Willebrand disease,"Von Willebrand disease (VWD) is a common inherited condition that can sometimes cause heavy bleeding. You should see your GP if you have symptoms of VWD, especially if someone else in your family has it, (see symptoms section below).","The symptoms of VWD may start at any age. They can range from very mild and barely noticeable to frequent and severe.

The main symptoms are:
- bruising easily or getting large bruises
- frequent or long-lasting nosebleeds
- bleeding gums
- heavy or long-lasting bleeding from cuts
- in women, heavy periods and bleeding during or after labour
- heavy or long-lasting bleeding after a tooth removal or surgery

In some people, there's also a small risk of problems such as bleeding in the gut (causing bleeding from the bottom) and painful bleeds into joints and muscles.","There's currently no cure for VWD. But the condition can usually be controlled with medicines and some simple lifestyle measures.

#Treating and preventing bleeds
If you have a bleed, applying pressure to the wound (or pinching the soft part of your nose if you have a nosebleed) for a few minutes may be all you need to do.

Your doctor may also give you medicine to help stop bleeding when it happens. If your doctor recommends medication, talk to them about the best option for you and ask about the side effects of each medicine.

These medicines can also be used before a procedure or operation to reduce the risk of bleeding. People with severe VWD may need to take them regularly to help prevent serious bleeds.

#Treatments for heavy periods
If you have heavy periods as a result of VWD, speak to your GP or specialist about treatments to help control the bleeding.

They will discuss with you the most treatment options with you.

#General advice
If you have VWD, it's a good idea to:
- tell your surgeon or dentist about your VWD if you're due to have a procedure or operation - you may need to take medication to reduce the risk of bleeding before and afterwards
- tell your doctor or nurse about your VWD if you need a vaccination - they can give the injection just under your skin to avoid painful bleeding in your muscles 
- avoid aspirin and anti-inflammatory drugs like ibuprofen unless your specialist advises you it's safe to use them, as these can make bleeding worse - use other medicines such as paracetamol instead
- ask your specialist if there are any activities you need to avoid - you should be able to take part in most sports and activities, but it's best to check first","People with VWD have a low level of a substance called von Willebrand factor in their blood, or this substance doesn't work very well.

Von Willebrand factor helps blood cells stick together (clot) when you bleed. If there isn't enough of it or it doesn't work properly, it takes longer for bleeding to stop.

There's currently no cure for VWD. But the condition doesn't usually cause serious problems and most people with it can live normal, active lives.

VWD is often caused by a fault in the gene involved in the production of von Willebrand factor.

The type of VWD a person is born with mostly depends on whether they inherit copies of this faulty gene from one or both parents.

Speak to your specialist if you have VWD and are thinking of having a baby. If you have a family history of VWD and think you might be affected, tests should ideally be done before getting pregnant.",FALSE,https://www.nidirect.gov.uk/conditions/von-willebrand-disease#toc-5
Whiplash,"Whiplash injury is a type of neck injury caused by sudden movement of the head forwards, backwards or sideways.","Whiplash occurs when the soft tissues in the neck become stretched and damaged (sprained).

Whiplash will often get better within a few weeks or months. But for some people it can last longer and severely limit their activities.

Common symptoms of whiplash include:
- neck pain and tenderness
- neck stiffness and difficulty moving your head
- headaches 
- muscle spasms
- pain in the shoulders and arms

Less common symptoms include:
- pins and needles in your arms and hands 
- dizziness
- tiredness 
- memory loss
- poor concentration and irritability

It can take several hours for the symptoms to develop after you injure your neck. The symptoms are often worse the day after the injury. They may continue to get worse for several days.","Whiplash will usually get better on its own or after some basic treatment.

Treatments for whiplash include:
- keeping your neck mobile and continuing with your normal activities - using a neck brace or collar isn't recommended
- painkillers such as paracetamol or ibuprofen - stronger painkillers are available on prescription if these don't help
- physiotherapy, exercises and stretches

If your pain lasts a long time, you may be referred to a specialist.

Painkilling injections and surgery aren't normally used for whiplash.","Whiplash can occur if the head is thrown forwards, backwards or sideways violently.

Common causes of whiplash include:
- road traffic accidents and collisions
- a sudden blow to the head - for example, during sports such as boxing or rugby
- a slip or fall where the head is suddenly jolted backwards
- being struck on the head by a heavy or solid object",FALSE,https://www.nidirect.gov.uk/conditions/whiplash#toc-3
Yellow fever,"Yellow fever is a serious infection spread by mosquitoes. It's found in parts of Africa, South America, Central America and the Caribbean. There's a vaccine that can stop you from getting it if you're travelling to an area where the infection is found.

People with VWD have a low level of a substance called von Willebrand factor in their blood, or this substance doesn't work very well.

Von Willebrand factor helps blood cells stick together (clot) when you bleed. If there isn't enough of it or it doesn't work properly, it takes longer for bleeding to stop.

There's currently no cure for VWD. But the condition doesn't usually cause serious problems and most people with it can live normal, active lives.","The first symptoms of yellow fever usually develop three to six days after being infected.

They include:
- a high temperature (fever) of 38C (100.4F) or above
- a headache
- feeling sick or vomiting
- muscle pain and backache 
- your eyes being sensitive to light
- loss of appetite and feeling generally unwell

Most people make a full recovery after three or four days.

A few people go on to get more serious symptoms, such as:
- yellowing of the skin and eyes (jaundice)
- bleeding from the mouth, nose or eyes
- vomiting blood or blood in poo

Up to half of those who get these symptoms die.","There's no cure for yellow fever. But the symptoms can be treated while your body fights off the infection.

Most people make a full recovery after three or four days.

Painkillers such as paracetamol or ibuprofen can help lower your temperature and relieve aches or pains in the meantime. Also drink plenty of fluids to avoid dehydration.

If you have more serious symptoms, you may need to go into hospital. This is so you are be monitored and treated for your symptoms until you're feeling better.","The yellow fever vaccine is recommended if you're travelling to:
- an area where yellow fever is found
- a country that requires you to have a certificate proving you've been vaccinated against yellow fever

You need to have the vaccine at least 10 days before travelling to give it enough time to work. Your certificate will only be valid after this time.

The vaccine and certificate are only available from registered yellow fever vaccination centres. The jab isn't usually given for free on the health service.

The vaccine provides lifelong protection. You won't normally need a booster dose or a new certificate if you've been vaccinated before.",FALSE,https://www.nidirect.gov.uk/conditions/yellow-fever#toc-5
Zika virus,"Zika virus disease is mainly spread by mosquitoes. For most people it's a very mild infection and isn't harmful. It may be more serious for pregnant women, as there's evidence it causes birth defects. If you plan to travel to an affected area, seek travel advice before your trip.","Most people don't have any symptoms. If symptoms do occur, they are usually mild and last around two to seven days. 

Commonly reported symptoms include:
- rash
- itching all over the body
- fever
- headache
- joint pain (with possible swelling, mainly in the smaller joints of the hands and feet)
- muscle pain
- conjunctivitis (red eyes)
- lower back pain
- pain behind the eyes","There is no specific treatment for Zika virus symptoms.

Drinking plenty of water and taking paracetamol may help relieve symptoms.

If you feel unwell after returning from a country that has malaria as well as active transmission of Zika virus, you should seek urgent (same day) advice to help rule out a malaria diagnosis.

If you continue to feel unwell and malaria has been shown not to be the cause, seek medical advice.","Before travelling, seek up-to-date travel health advice for your destination, available from the National Travel Health Network and Centre (NaTHNaC) website.

If you need vaccinations or medication to protect you from malaria; check your vaccination status, and discuss what medication is suitable for you, with your GP/practice nurse or a travel clinic. Ideally, this should be at least four to six weeks before you go.

To reduce your risk of infection, you should avoid being bitten by an Aedes mosquito. The most effective bite prevention methods, which should be used during daytime and night-time hours, include:
- using insect repellent that contains DEET (N, N-diethyl-meta-toluamide) on exposed skin, after sunscreen has been applied - DEET can be used by pregnant or breastfeeding - women in concentrations up to 50 per cent, and in infants and children older than two months but should not be used on babies younger than two months
- wearing loose clothing that covers your arms and legs
- sleeping under a mosquito net in areas where malaria is also a risk",FALSE,https://www.nidirect.gov.uk/conditions/zika-virus
