name,description,symptoms,treating,causes/preventing,common state,link
Jellyfish and other sea creature stings,Most stings from sea creatures in coastal waters around the British Isles are not serious and can be treated with first aid. Sometimes you may need to go to hospital.,"The main symptoms of sea creature stings are intense pain where you're stung and an itchy rash.

Jellyfish and Portuguese man-of-war stings can also cause raised circular areas on the skin (welts).","#What to do if you've been stung
If you have been stung, you should get help if possible.

You should ask a lifeguard or someone with first aid training for help.

If help is not available, see below for things you should do and things you should not do. These include:

##Do
- rinse the affected area with seawater (not fresh water)
- remove any spines from the skin using tweezers or the edge of a bank card
- soak the area in very warm water (as hot as can be tolerated) for at least 30 minutes - use hot flannels or towels if you can't soak it
- take painkillers like paracetamol(external link opens in a new window / tab) or ibuprofen(external link opens in a new window / tab)

##Don't
- use vinegar
- pee on the sting
- apply ice or a cold pack
- touch any spines with your bare hands
- cover or close the wound

Go to a minor injuries unit if you have:
- severe pain that isn't going away
- been stung on your face or genitals
- been stung by a stingray
- Find your nearest minor injuries unit

#When to get immediate medical help
Go to your nearest emergency department or call 999 if you've been stung and have:
- difficulty breathing
- chest pain
- fits or seizures
- severe swelling around the affected area
- severe bleeding
- vomiting
- lightheadedness or loss of consciousness","There are things you can do to avoid being stung. These include:
- looking out for beach warning signs
- considering wearing a wetsuit when swimming in the sea, particularly during the spring and summer
- wearing waterproof shoes or sandals when walking in shallow water or rocky areas
- scuffing or stamping your feet when walking in shallow water to make sea creatures aware you're approaching
- don’t touch or handle sea creatures that sting",FALSE,https://www.nidirect.gov.uk/conditions/jellyfish-and-other-sea-creature-stings#toc-2
Kidney cancer,"Kidney cancer, also called renal cancer, is one of the more common types of cancer in Northern Ireland.  It usually affects adults in their 60s or 70s. See your GP if you have the symptoms below. Although it's unlikely you have cancer, it's important to get your symptoms checked out.","There are several types of kidney cancer. This page has information on the most common type - renal cell carcinoma.

In many cases, there are no obvious symptoms of kidney cancer at first and it may only be picked up during tests carried out for another reason.

If symptoms do occur, they're often similar to those of less serious conditions, such as urinary tract infections (UTIs) or kidney stones.

Symptoms of kidney cancer can include:
- blood in your pee - you may notice your pee is darker than normal or reddish in colour
- a persistent pain in your lower back or side, just below your ribs
- extreme tiredness (fatigue)
- loss of appetite and weight loss
- persistent high blood pressure
- a high temperature of 38C (100.4F) or above
- night sweats

Some symptoms may occur once the cancer is more advanced and has spread to other parts of the body, such as the bones or lungs. These symptoms may include:
- bone pain
- coughing up blood
- swollen glands in your neck
- in men, swelling of the veins in the testicles","If you are diagnosed with kidney cancer, your hospital consultant will discuss treatment options with you.

The treatment for kidney cancer depends on the size of the cancer and whether it has spread to other parts of the body.

The main treatments are:
- surgery to remove part or all of the affected kidney - this is the main treatment for most people
- cryotherapy or radiofrequency ablation - where the cancerous cells are destroyed by freezing or heating
- biological therapies - medications that help stop the cancer growing or spreading
- embolisation - a procedure to cut off the blood supply to the cancer
- radiotherapy - using high-energy radiation to target cancer cells and relieve symptoms","The exact cause of kidney cancer is unknown, but some things can increase your chances of developing it:

These include:
- obesity - a body mass index (BMI) of 30 or more; use the healthy weight calculator to work out your BMI
- smoking - the more you smoke, the greater the risk
- high blood pressure (hypertension)
- family history - you're more likely to get kidney cancer if you have a close relative with it
- genetic conditions - some inherited genetic conditions increase the risk of kidney cancer, such as Von Hippel-Lindau syndrome
- long-term dialysis - a treatment for kidney disease where a machine replicates some of the jobs of the kidneys

Maintaining a healthy weight, a healthy blood pressure and not smoking is the best way to reduce your risk of kidney cancer.",FALSE,nidirect.gov.uk/conditions/kidney-cancer#toc-0
Kidney infection,"A kidney infection is a painful, unpleasant illness usually caused by bacteria travelling from your bladder into one or both of your kidneys.","A kidney infection is more serious than cystitis, a common infection of the bladder that makes urinating (when you pee) painful. The symptoms of a kidney infection usually develop quite quickly over a few hours or days.

Common symptoms include:
- pain and discomfort in your side, lower back or around your genitals
- high temperature (it may reach 39.5C or 103.1F)
- shivering or chills
- feeling very weak or tired
- loss of appetite
- feeling sick or being sick
- diarrhoea

You may have other symptoms if you also have cystitis or urethritis (an infection of the urethra). These additional symptoms may include:
- pain or a burning sensation during urination
- needing to urinate very often or urgently
- feeling that you're unable to urinate fully
- blood in your urine
- cloudy or foul smelling urine
- pain in your lower abdomen

#Children
Children with a kidney infection may also have additional symptoms, such as:
- a lack of energy
- irritability
- poor feeding and/or vomiting
- not growing at the expected rate
- abdominal pain
- jaundice (yellowing of the skin and whites of the eyes)
- blood in the urine
- unpleasant smelling urine
- bedwetting","Kidney infections are quite rare. They can happen at any age, but are much more common in women.

Most people with a kidney infection can be treated at home with a course of antibiotics, and possibly painkillers as well.","A kidney infection (pyelonephritis) usually happens when bacteria infect your kidneys. The bacteria are usually a type called E. coli, which live in your bowel.",FALSE,https://www.nidirect.gov.uk/conditions/kidney-infection
Lactose intolerance,Lactose intolerance is a common digestive problem where the body is unable to digest lactose. This is a type of sugar mainly found in milk and dairy products. Lactose intolerance can develop at any age. See your GP if you think you have symptoms of the condition.,"Symptoms of lactose intolerance usually happen within a few hours of having food or drink that contains lactose. They may include:
- flatulence (wind)
- diarrhoea
- bloated stomach
- stomach cramps and pains
- stomach rumbling
- feeling sick

How severe your symptoms are and when they appear depends on the amount of lactose you've consumed.

Some people may still be able to drink a small glass of milk without triggering any symptoms. Others may not even be able to have milk in their tea or coffee.","There's no cure for lactose intolerance. Limiting your intake of food and drink containing lactose usually helps to control the symptoms.

Depending on what dairy products you're able to eat, you may also require additional calcium and vitamin D supplements to keep your bones strong and healthy.

In some cases, your GP may refer you for further advice and treatment.","The body digests lactose using a substance called lactase. This breaks down lactose into two sugars called glucose and galactose. These can be easily absorbed into the bloodstream.

People with lactose intolerance don't produce enough lactase.

Most cases that develop in adults are inherited and tend to be lifelong. Cases in young children are often caused by an infection in the digestive system and may only last for a few weeks.",FALSE,https://www.nidirect.gov.uk/conditions/lactose-intolerance#toc-0
Leg cramps,"Leg cramps are a common and usually harmless condition. Cramps happen where the muscles in your leg suddenly become tight and painful. It usually happens in the calf muscles, although it can affect any part of your leg, including your feet and thighs.","Symptoms of a leg cramp include:
- a sudden pain in the muscles of the leg caused by an involuntary contracting (shortening) of the leg muscle
- most occur in the calf muscles and, less commonly, in the feet and thighs
- cramps can last from a few seconds up to 10 minutes - thigh muscle cramps tend to last the longest
- during cramping, the affected muscles will become tight and painful and the feet and toes will be stiff
- after the cramps have passed, you may have pain and tenderness in your legs for several hours","Most cases of leg cramps can be relieved by exercising the affected muscles. Exercising your legs during the day will often help reduce how often you get cramping.

#Stretches
To stretch your calf muscles:
- stand with the front half of your feet on a step, with your heels hanging off the edge
- slowly lower your heels so that they are below the level of the step
- hold for a few seconds before lifting your heels back up to the starting position
- repeat a number of times

Medication is usually only needed in the most persistent cases, where cramping does not respond to exercise.

If you have secondary leg cramps, treating the underlying cause may help relieve your symptoms.

Leg cramps that occur during pregnancy should pass after the baby is born.

Treating cramps that occur as a result of serious liver disease can be more difficult. Your treatment plan may include using medications such as muscle relaxants.","If you often get leg cramps, regularly stretching the muscles in your lower legs may help prevent the cramps or reduce their frequency.

You might find it useful to stretch your calves before you go to bed each night (see stretching advice above or try this post-exercise calf stretch).

The following night-time advice may also help:
- if you lie on your back, make sure that your toes point upwards - placing a pillow on its side at the end of your bed, with the soles of your feet propped up against it may help keep your feet in the right position 
- if you lie on your front, hang your feet over the end of the bed - this will keep your feet in a relaxed position and help stop the muscles in your calves from contracting and tensing
- keep your sheets and blankets loose",FALSE,https://www.nidirect.gov.uk/conditions/leg-cramps#toc-1
Malaria,"Malaria is a serious tropical disease spread by mosquitoes. If not diagnosed and treated quickly, it can be fatal. A single mosquito bite is all it takes to become infected. Seek medical help immediately if you develop symptoms during or after a visit to an area where malaria is found.","It's important to be aware of the symptoms of malaria if you're travelling to areas where there's a high risk of the disease. Symptoms include:

- a high temperature of 38C or above
- feeling hot and shivery
- headaches
- vomiting
- muscle pains
- diarrhoea
- anaemia
- jaundice

Symptoms usually appear between seven and 18 days after becoming infected. In some cases the symptoms may not appear for up to a year, or occasionally even longer.","If malaria is diagnosed and treated quickly, almost everyone will make a full recovery. Treatment should be started as soon as the diagnosis has been confirmed.

Antimalarial medication is used to both treat and prevent malaria. Which type of medication is used and the length of treatment will depend on:
- the type of malaria
- the severity of your symptoms
- where you caught malaria
- whether you took an antimalarial to prevent malaria 
- whether you're pregnant

In some cases, you may be prescribed emergency standby treatment for malaria before you travel. This is usually if there's a risk of you becoming infected with malaria while travelling in a remote area with little or no access to medical care.","Many cases of malaria can be avoided. An easy way to remember is the ABCD approach to prevention:

- Awareness of risk - find out whether you're at risk of getting malaria before travelling
- Bite prevention - avoid mosquito bites by using insect repellent, covering your arms and legs, and using an insecticide-treated mosquito net
- Check whether you need to take malaria prevention tablets - if you do, make sure you take the right antimalarial tablets at the right dose, and finish the course
- Diagnosis - seek immediate medical advice if you develop malaria symptoms (see above), as long as up to a year after you return from travelling

Speak to your GP if you're planning to visit an area where there's a malaria risk. It may be recommended that you take antimalarial tablets to prevent infection.",FALSE,https://www.nidirect.gov.uk/conditions/malaria
Marfan syndrome,Marfan syndrome is a disorder of the body's connective tissues. These are a group of tissues that maintain the structure of the body and support internal organs and other tissues. Children usually inherit the disorder from one of their parents. There's no cure and treatment focuses on managing the symptoms.,"Some people are only mildly affected by Marfan syndrome, while others develop more serious symptoms.

Typical characteristics of Marfan syndrome include:
- being tall 
- abnormally long and slender limbs, fingers, and toes (arachnodactyly)
- heart defects
- lens dislocation - where the lens of the eye falls into an abnormal position","There's no cure for Marfan syndrome. Treatment focuses on managing the symptoms and reducing the risk of complications.

One of the most serious problems caused by Marfan syndrome occurs if the heart and the aorta, the body's main artery, are significantly affected. This can lead to a lower life expectancy.","Marfan syndrome is a hereditary gene defect. This means it can be passed to a child from a parent who's affected.

In around three-quarters of cases, Marfan syndrome is inherited from one parent. The syndrome is autosomal dominant. This means a child can inherit it even if only one parent has the syndrome.

The gene defect leads to abnormal production of a protein called fibrillin. This results in parts of the body being able to stretch abnormally when placed under any kind of stress.

The defective fibrillin gene also causes some bones to grow longer than they should. This means a person with Marfan syndrome may be tall because their arms and legs grow longer than normal.

In the remaining cases, neither parent has the syndrome. The fibrillin gene changes (mutates) for the first time in the parent's egg or sperm. The mutated gene can be passed on to the child, who will then go on to develop the syndrome.",FALSE,https://www.nidirect.gov.uk/conditions/marfan-syndrome#toc-0
Nail patella syndrome,"Nail patella syndrome is a rare genetic condition that can cause problems with the nails, bones and kidneys.","Almost everyone with nail patella syndrome has abnormal nails. Many people also have problems with their knee caps (patellae), elbows and pelvis.

Some of the problems will be obvious from birth. But others may not become clear until later on.

There are several symptoms and problems associated with nail patella syndrome.

#Nails
Nails may be missing, underdeveloped, discoloured, split, ridged or pitted.

Thumbnails are most severely affected, with each fingernail being less severely affected from the index finger to the little finger.

Toenails are usually less affected by the condition.

#Kneecaps
The kneecaps may be missing, small, irregularly shaped and easily dislocated, and can click, lock or may feel unstable or painful.

#Arms and elbows
Some people aren't able to fully extend their arms or turn their palms up while keeping their elbows straight. The elbows may also angle outwards, and dislocations can occur.

#Pelvis
Bony growths on the pelvic bone (visible on X-rays) are common, but don't usually cause problems.

#Kidneys
There may be protein in the urine (an early sign of kidney problems), which can be accompanied by blood in the urine. This can sometimes progress to kidney disease.

People with nail patella syndrome may also have:
- increased pressure in the eyes (glaucoma) at an early age
- numbness, tingling or a burning sensation in the hands and feet
- poor blood circulation in the hands and feet
- constipation or irritable bowel syndrome (IBS)
- difficulty putting on weight, particularly muscle
- thin bones (osteoporosis), particularly in the hips
- a high forehead and hairline","There's no cure for nail patella syndrome. But treatments are available to help manage the symptoms.

#Kneecap and joint problems
If your kneecaps are easily dislocated and painful, painkillers, physiotherapy, splinting and bracing may help.

But the long-term use of non-steroidal anti-inflammatory drugs (NSAIDs) should be avoided because they can affect the kidneys.

Some people may need corrective surgery for problems with the bones and joints. This should be carried out after an MRI scan by a surgeon who understands the condition.

#Regular tests
Urine tests should be carried out at birth to check for kidney problems. High levels of protein in the urine may need to be treated with medication.

Later on, your urine and blood pressure should be tested every year.

Kidney problems may occur during (or be made worse by) pregnancy in women who have nail patella syndrome.

It's recommended that pregnant women with the condition have their blood pressure taken and urine tested regularly.

Screening for glaucoma should start as soon as a child is able to co-operate with the examination.

Treatment for glaucoma may involve using eye drops or having a procedure to reduce the pressure inside the eye. 

A dental examination should be carried out at least every 6 months.

An assessment of bone density is recommended for young adults to check for osteoporosis.","Nail patella syndrome is usually caused by a fault in a gene called LMX1B that's inherited from one parent.

But there isn't always a family history of nail patella syndrome. In some cases, an LMX1B gene mutation (alteration) occurs for the first time on its own.",FALSE,https://www.nidirect.gov.uk/conditions/nail-patella-syndrome
Neck pain or a stiff neck,Neck pain or a stiff neck is a common problem which usually gets better after a few days or weeks. It's rarely a sign of anything serious.,"You can often get a painful or stiff neck if you:

- sleep in an awkward position
- use a computer for an extended period of time
- strain a muscle because of bad posture

Anxiety and stress can also sometimes cause tension in your neck muscles, leading to neck pain.","For most types of general neck pain, the advice is to carry on with your normal daily activities, keep active, and take painkillers to relieve the symptoms.

These steps may help you to manage your pain:

- take regular doses of paracetamol, ibuprofen, or a combination of the two, to control pain - ibuprofen gel can be rubbed on to your neck as an alternative to taking tablets (always follow the instructions that come with the medication)
- try holding a hot water bottle or heat pack to your neck - this can help reduce the pain and any muscle spasms, although some people find cold packs offer better relief
- sleep on a low, firm pillow at night - using too many pillows may force your neck to bend unnaturally
- check your posture - bad posture can aggravate the pain, and it may have caused it in the first place
- avoid wearing a neck collar - there's no evidence to suggest wearing a neck collar will help to heal your neck, and it's generally better to keep your neck mobile
- avoid driving if you find it difficult to turn your head - this may prevent you being able to view traffic
- if your neck is stiff or twisted, try some neck exercises - gently tense your neck muscles as you tilt your head up and down and from side to side, and as you carefully twist your neck from left to right; these exercises will help strengthen your neck muscles and improve your range of movement","You may find the following advice helpful in preventing neck pain:

- make sure you have good posture - read about how to sit correctly, posture tips for laptop users, and common posture mistakes and fixes
- take regular breaks from your desk, from driving, or from any activity where your neck is held in the same position for a long period of time
- if you often feel stressed, try relaxation techniques to help ease any tension in your neck
- avoid sleeping on your front, and make sure your head is in line with your body (not tilted to the side) if you sleep on your side
- only use enough pillows (usually only one) to keep your head level with your body  
- make sure your mattress is quite firm - a soft mattress could mean your neck is bent while you sleep",FALSE,https://www.nidirect.gov.uk/conditions/neck-pain-and-stiff-neck#toc-0
Osteoarthritis,Osteoarthritis is a condition that causes joints to become painful and stiff. It's one of the most common types of arthritis in Northern Ireland. It can affect anyone but is more common in older people. You should see your GP if you have persistent symptoms of osteoarthritis.,"The main symptoms of osteoarthritis are:
- joint pain
- stiffness

Some people also experience:
- swelling
- tenderness
- a grating or crackling sound when moving the affected joints

The severity of symptoms can vary greatly from person to person, and between different affected joints.

For some people, symptoms can be mild and may come and go. Others can have more continuous and severe problems, making it difficult to carry out everyday activities.

Most joints can be affected by osteoarthritis. It most commonly affects:
- knee joints
- hip joints
- small joints of the hands","Osteoarthritis is a long-term condition and can't be cured. It doesn't necessarily get worse over time and it can sometimes gradually improve. Treatments are available to reduce the symptoms.

Mild symptoms can sometimes be managed with:
- regular exercise
- losing weight if you're overweight
- wearing suitable footwear
- using special devices to reduce the strain on your joints during everyday activities

If your symptoms are more severe, you may need additional treatments such as:
- painkilling medication
- a structured exercise plan carried out under the supervision of a physiotherapist

In some severe cases surgery may be carried out to repair, strengthen or replace a damaged joint.","It's not possible to prevent osteoarthritis altogether. However, you may be able to minimise your risk of developing it.

#Exercise
Avoid exercise that puts strain on your joints and forces them to bear an excessive load, such as:
- running
- weight training

Instead, try exercises such as:
- Swimming
- cycling

With these types of exercise joints are better supported and the strain is more controlled.

Try to do at least 150 minutes of moderate-intensity aerobic activity (such as cycling or fast walking) weekly to build up muscle strength and keep yourself healthy.

#Posture
Maintaining good posture can also help. You should avoid staying in the same position for too long. If you work at a desk, make sure your chair is at the right height. Take regular breaks to move around

#Losing weight
Being overweight or obese can increase the strain on your joints and increase your risk of developing osteoarthritis. Losing weight may help lower your chances of developing the condition.",FALSE,https://www.nidirect.gov.uk/conditions/osteoarthritis#toc-0
