name,description,symptoms,treating,causes/preventing,common state,link
Empyema,"Empyema' is the medical term for pockets of pus that have collected inside a body cavity (space). They can form if a bacterial infection is left untreated, or if it fails to fully get better with treatment. Empyema is a serious condition which requires urgent treatment,","An empyema can be distressing and uncomfortable, causing:
- a fever and night sweats
- a lack of energy
- difficulty breathing
- weight loss
- chest pain
- a cough - which can involve coughing up mucus containing pus ","There are a number of treatments for the condition. The health professional looking after your care will discuss the treatment options with you.

Treatment can include:
- antibiotics - some patients will just need antibiotics given intravenously (directly into a vein through a drip)
- chest drain - some patients may need both antibiotics and a chest drain (a flexible plastic tube inserted through the chest wall and into the affected area, to drain fluid)
- surgery - to remove the lung lining if the condition doesn't improve with the treatments above
- stoma - a chest drain is not suitable for all patients - it is an opening made in the chest wall with a special bag placed over it to collect the fluid that leaks from the empyema.  ","The lungs and inside of the chest cavity are lined with a smooth layer called the pleura. These layers are separated by a thin space - the pleural space. This is filled with a small amount of fluid called pleural fluid.

The pleural fluid can sometimes build up and become infected, so that a collection of pus forms. This can thicken and cause areas of the pleura to stick together, creating pockets of pus.

Empyema can worsen to become many more pockets of pus, with thick deposits coating the outer layer of the lungs. These deposits prevent the lungs expanding properly.",FALSE,https://www.nidirect.gov.uk/conditions/empyema
Febrile seizures,"Febrile seizures (febrile convulsions) are fits that can happen when a child has a fever. They most often happen between the ages of six months and three years. This page has information on febrile seizures, including signs, causes and what to do during a seizure.","It can be frightening and distressing to see your child having a seizure, particularly if it's their first one.

The fits are usually harmless. Almost all children make a complete recovery afterwards.

As a precaution, you may still need to take your child to the nearest hospital or dial 999 for an ambulance - see what to do during a seizure below.

A febrile seizure usually lasts for less than five minutes. If your child is having a febrile seizure, they will usually:
- become stiff and their arms and legs may begin to twitch
- lose consciousness and may wet or soil themselves

They may also vomit and foam at the mouth. Their eyes may also roll back.

After the seizure, your child may be sleepy for up to an hour afterwards. A straightforward febrile seizure like this will usually only happen once during your child's illness.

Occasionally, febrile seizures can last longer than 15 minutes. Symptoms may only affect one area of your child's body.

These are known as complex febrile seizures. The seizure sometimes happens again within 24 hours or during the period your child is ill.","About a third of children who have had a febrile seizure will have another one during a subsequent infection. This often happens within a year of the first one.

This is more likely if:
- the first febrile seizure happened before your child was 18 months old
- there's a history of seizures or epilepsy in your family
- before having their first seizure, your child had a fever that lasted less than an hour or their temperature was under 40C (104F) 
- your child previously had a complex febrile seizure (more than one seizure during their illness)
- your child attends a day care nursery - this increases their chances of developing common childhood infections, such as the flu or chickenpox

It's not recommended your child is given a prescription of regular medicines to prevent further febrile seizures.

There may be exceptional circumstances where medication to prevent recurrent febrile seizures is recommended.  Your GP, or a specialist, will offer advice on this, if this is necessary.","The cause of febrile seizures is unknown. They're linked to the start of a fever, a high temperature of 38C (100.4F) or above.

There may also be a genetic link to febrile seizures. The chances of having a seizure are increased if a close family member has a history of them.

In most cases, the high temperature is caused by an infection. Common examples are chickenpox, flu, a middle ear infection or tonsillitis.  

In rare cases, febrile seizures can occur after a child has a vaccination.",FALSE,https://www.nidirect.gov.uk/conditions/febrile-seizures
Fungal nail infection,"Fungal nail infections are common. They are not usually serious, but can be unpleasant and take a long time to treat. Fungal nail infections usually affect your toenails but you can get them on your finger nails too.","A fungal nail infection may not cause any obvious symptoms at first.

As it progresses, the infection can cause:
- discolouration of the nail - it may turn white, black, yellow or green
- thickening and distortion of the nail - it may become an unusual shape or texture and be difficult to trim
- pain or discomfort - particularly when using or placing pressure on the affected toe or finger
- brittle or crumbly nails - pieces may break off and come away completely

Sometimes the skin nearby may also become infected. The skin can be itchy and cracked or red and swollen.","Treatment isn't always needed for a mild fungal nail infection. This is because it's unlikely to cause any further problems and you may feel it's not worth treating.

Speak to your pharmacist if you're bothered by the appearance of the affected nail, or it's causing problems such as pain and discomfort.

They'll be able to recommend something that can help. If it is not clearing up, you can see your GP, who may prescribe a treatment.","You can reduce your risk of developing a fungal nail infection by:
- keeping your hands and feet clean and dry
- wearing well-fitting shoes made of natural materials and clean cotton socks - these will allow your feet to ’breathe’
- clipping your nails to keep them short - don't share clippers or scissors with other people
- not sharing towels and socks with other people, and make sure your towels are washed regularly
- not walking around barefoot in public pools, showers, and locker rooms - special shower shoes are available to protect your feet
- replacing old footwear that could be contaminated with fungi
- treating athlete's foot as soon as possible to avoid the infection spreading to your nails

Nail salon equipment can sometimes be the source of fungal nail infections. If you regularly visit a salon, ask if the equipment used is sterilised between uses.",FALSE,https://www.nidirect.gov.uk/conditions/fungal-nail-infection
Flat feet,"Having flat feet, or 'fallen arches', means that your feet have low or no arches and press almost completely flat against the ground.","The arch, or instep, is the middle part of the foot. It is usually raised off the ground when you stand, while the rest of the foot remains flat on the ground.

In young children, this arch isn't always visible because of the baby fat and soft tissue in their feet. It usually develops and appears as they get older.

But some people never really develop this arch. Sometimes this is because they inherited flat feet from their parents.","Flat feet only need to be treated if you have an associated problem, such as pain, overpronation or an underlying health condition.

Non-surgical treatments are often recommended first. Surgery may be needed in some cases.

#Non-surgical treatments
Your GP or podiatrist may recommend:
- wearing supportive shoes that fit well
- wearing specially made insoles (orthotics) inside your shoes to support your feet and stop them rolling inwards
- taking painkillers if you have any discomfort
- losing weight if you're overweight
- stretching the muscles and connective tissues in your lower legs to help stop your foot rolling over - you may be referred to a physiotherapist(external link opens in a new window / tab), who can recommend some exercises to try

These treatments won't change the shape of the feet. But they may help relieve some of the problems associated with flat feet.

If these measures don't help, you may be referred to an orthopaedic surgeon to discuss whether surgery is an option.

#Surgery
Surgery is normally only considered if the treatments above haven't helped. It may also be considered if you have an underlying problem that can be corrected with an operation, such as abnormally developed bones in the feet.

The surgical procedure recommended for you will depend on the cause of your flat feet.

Your surgeon will talk to you about the operation you may need and what this involves.","Many people simply inherit flat feet from their parents.

Occasionally, flat feet can be the result of:
- the feet bones not forming properly in the womb
- loose connective tissue throughout the body, such as in Ehlers-Danlos syndrome or joint hypermobility syndrome
- a condition affecting the muscles and nerves, such as cerebral palsy, spina bifida or muscular dystrophy
- the connective tissue in the foot becoming stretched and inflamed - possibly as a result of overuse, unsupportive footwear, an injury, increasing age, obesity or rheumatoid arthritis",FALSE,https://www.nidirect.gov.uk/conditions/flat-feet
Gallstones,"Gallstones are small stones, usually made of cholesterol, that form in the gallbladder. The gallbladder is a small, pouch-like organ found underneath the liver.","Most cases of gallstones don't cause any symptoms. But if a gallstone becomes trapped in a duct (tube connecting to the gallbladder) or irritates the inside of the gallbladder it can cause a sudden severe abdominal (tummy) pain.

The pain can be felt:
- in the midline of your abdomen (tummy), above the umbilicus (belly button)
- just under the ribs on your right-hand side - it may spread from here to your side or shoulder blade

The pain is sometimes triggered by eating fatty foods, but may occur at any time of day and it may wake you up during the night.

Some people with gallstones can also develop complications, such as inflammation of the gallbladder (cholecystitis), which can cause:
- persistent pain
- jaundice (a term used to describe the yellowing of the skin and the whites of the eyes.  It's caused by a build-up of a substance called bilirubin in the blood and body's tissues)
- a fever","Treatment is usually only necessary if gallstones are causing:
- symptoms - such as abdominal pain
- complications - such as jaundice or acute pancreatitis (a serious condition where the pancreas becomes inflamed over a short period of time). The pancreas is a small organ located behind the stomach and below the ribcage.

In these cases, surgery to remove the stone or the gallbladder may be recommended.","From the limited evidence available, changes to your diet and losing weight (if you're overweight) may help prevent gallstones.

A healthy, balanced diet is recommended. This includes plenty of fresh fruit and vegetables (at least five portions a day) and wholegrains.

Being overweight, particularly being obese, increases the amount of cholesterol in your bile, which increases your risk of developing gallstones. You can control your weight by eating a healthy diet and taking plenty of regular exercise.",FALSE,https://www.nidirect.gov.uk/conditions/gallstones
Gangrene,"Gangrene is a serious condition where a loss of blood supply causes body tissue to die. It can affect any part of the body but typically starts in the toes, feet, fingers and hands. The earlier treatment for gangrene begins, the more effective it's likely to be, (see symptoms section).","The symptoms of gangrene vary depending on the cause. It can affect any part of the body. But it typically starts in the toes, feet, fingers or hands.

General symptoms of gangrene include:
- initial redness and swelling 
- either a loss of sensation or severe pain in the affected area
- sores or blisters that bleed or release a dirty-looking or foul-smelling discharge (if the gangrene is caused by an infection)
- the skin becoming cold and pale

In some cases, the affected limb may feel heavy and pressing the skin may produce a crackling sound. These symptoms are caused by a build-up of gas under the skin.

If the area is infected, you may also have other signs related to the underlying infection, such as:
- a high temperature (fever)
- loss of appetite
- rapid heartbeat and breathing
- dizziness
- shivering

Without treatment the affected tissue will start to die. When this happens, the area changes colour from red to brown to purple or black, before shrivelling up and falling away from the surrounding healthy tissue.","The earlier treatment for gangrene begins, the more successful it's likely to be. The main treatments include surgery to remove damaged tissue and antibiotics to treat any underlying infection.

In some cases, surgery may be needed to restore blood flow to the affected area.

In more severe cases, it may be necessary to remove an entire body part such as a toe, foot, or lower leg. This is known as amputation.","Many cases of gangrene can be prevented.

If you have a condition that increases your risk of getting gangrene, such as diabetes, it's important you have regular check-ups to assess the state of your feet.

Report any problems to your GP as soon as possible.

Stopping smoking if you smoke and adopting a healthy lifestyle, with a low-fat diet and regular exercise, can also improve your circulation and reduce your risk of developing gangrene.",FALSE,https://www.nidirect.gov.uk/conditions/gangrene
Haemophilia,"Haemophilia is a rare condition that affects the blood's ability to clot. It's usually inherited, and most people who have it are male. There’s no cure, but with treatment you can live a normal life.","Normally, when you cut yourself, substances in the blood known as clotting factors combine with blood cells called platelets to make the blood sticky. This makes the bleeding stop eventually.

People with haemophilia don't have as many clotting factors in their blood. This means they bleed for longer than usual.

The symptoms of haemophilia can be mild to severe, depending on the level of clotting factors you have.

The main symptom is bleeding that doesn't stop, also called prolonged bleeding.

People with haemophilia may have:
- nosebleeds that take a long time to stop
- bleeding from wounds that lasts a long time
- bleeding gums
- skin that bruises easily
- pain and stiffness around joints, such as elbows, because of bleeding inside the body (internal bleeding)","There's no cure for haemophilia, but treatment usually allows a person with the condition to have a good quality of life.

Genetically engineered clotting factor medicines are used to prevent and treat prolonged bleeding. These medicines are given as an injection. 

In milder cases, injections are usually only given in response to prolonged bleeding. More severe cases are treated with regular injections to prevent bleeding.","At this time, there is no way to prevent hemophilia in someone who inherits a defective gene and thus produces too little clotting factor. If hemophilia runs in your family, you can be tested to see whether you carry the defective gene and receive counseling about your chance for having children with hemophilia.",FALSE,https://www.nidirect.gov.uk/conditions/haemophilia
Hay fever,Hay fever is a common allergic reaction to pollen. It is a common cause of allergic irritation of the nose (allergic rhinitis).,"You'll experience hay fever symptoms if you have an allergic reaction to pollen. Pollen is a fine powder released by plants as part of their reproductive cycle. 

You can have an allergy to:
- tree pollen, released during spring
- grass pollen, released during the end of spring and beginning of summer
- weed pollen, released late autumn

Hay fever symptoms vary in severity and may be worse some years. This will depend on the weather conditions and pollen count. The time of year your symptoms start will depend on the types of pollen you're allergic to.

Many people find their symptoms improve as they get older. The symptoms of hay fever include:
- frequent sneezing
- runny or blocked nose
- itchy, red or watery eyes (allergic conjunctivitis)
- an itchy throat, mouth, nose and ears
- cough, caused by postnasal drip (mucus dripping down the throat from the back of the nose)

Less commonly, you may also experience:
- the loss of your sense of smell (anosmia)
- facial pain (caused by blocked sinuses)
- headaches
- earache
- tiredness and fatigue

Even though your hay fever symptoms may be mild, they can interfere with your sleep and your daily activities at school or work.","There's currently no cure for hay fever. However most people are able to relieve symptoms with treatment, at least to a certain extent.

Hay fever can often be controlled using over-the-counter medication from your pharmacist. However, if your symptoms are not improving it’s worth speaking to your GP, as you may require prescription medication.

Treatment options for hay fever include, tablets, nasal sprays and eye drops. The medications include:
- antihistamines
- cromoglycates
- corticosteroids (steroids)

Antihistamines and cromoglycates can help to prevent an allergic reaction from occurring, or reduce the severity of the reaction. Corticosteroids (steroids) help to reduce inflammation and swelling, which result from the allergic reaction.","It's very difficult to completely avoid pollen. However, reducing your exposure to the substances that trigger your hay fever should ease your symptoms.

Rubbing a small amount of petroleum gel inside your lower nostrils can help to prevent pollen from entering your nasal passages.

#Staying indoors 
If possible, stay indoors when the pollen count is high (over 50). The tips below may help to reduce your exposure to pollen.
- keep windows and doors shut in your house -  if it gets too warm, draw the curtains to keep out the sun and lower the temperature
- don't keep fresh flowers in the house
- vacuum regularly, ideally using a machine with a high-efficiency particle arresting (HEPA) filter
- damp dust regularly - dusting with a wet cloth, rather than a dry one, will collect the dust and stop any pollen being spread around
- keep pets out of the house during the hay fever season - if your pet does come indoors, wash them regularly to remove any pollen from their fur
- don't smoke or let other people smoke in your house - smoking and breathing in other people's smoke will irritate the lining of your nose, eyes, throat and airways, making your symptoms worse
- if possible, avoid drying clothes outside - this will help to stop pollen being brought into your house

#Avoiding pollen outside 
If it is not possible to reduce the amount of time you have to spend outside when the pollen count is high, or you're travelling, the tips below may help to reduce your exposure to pollen.

- avoid cutting grass, playing or walking in grassy areas and camping - particularly in the early morning, evening and at night, when the pollen count is at its highest
- wear wraparound sunglasses to stop pollen getting in your eyes
- take a shower and change your clothes after being outdoors to remove the pollen on your body
- keep car windows closed - you can buy a pollen filter for the air vents in your car, which will need to be changed every time the car is serviced
",FALSE,https://www.nidirect.gov.uk/conditions/hay-fever
Iron deficiency anaemia,Iron deficiency anaemia is a condition where a lack of iron in the body leads to a reduction in red blood cells. You should see your GP if you experience symptoms of iron deficiency anaemia (see symptoms section).,"There are several different types of anaemia. Each type has a different cause. Iron deficiency anaemia is the most common type.

Other types of anaemia can be caused by a lack of vitamin B12 or folate in the body. 

Many people with iron deficiency anaemia only have a few symptoms. You may notice symptoms immediately. They may also develop gradually if your anaemia is caused by a long-term problem, such as a stomach ulcer.

The most common symptoms include:
- tiredness and lack of energy (lethargy)
- shortness of breath 
- noticeable heartbeats (heart palpitations)
- a pale complexion

Less common symptoms include:
- headache 
- hearing sounds that come from inside the body, rather than from an outside source (tinnitus)
- an altered sense of taste
- feeling itchy
- a sore or abnormally smooth tongue
- hair loss
- a desire to eat non-food items, such as ice, paper or clay (pica)
- difficulty swallowing (dysphagia)
- painful open sores (ulcers) on the corners of your mouth
- spoon-shaped nails","Treatment for iron deficiency anaemia involves taking iron supplements to boost the low levels of iron in your body. This is usually effective, and the condition rarely causes long-term problems.

You'll need to be monitored every few months to check the treatment is working and your iron levels have returned to normal.

The underlying cause will need to be treated so you don't get anaemia again. Increasing the amount of iron in your diet may also be recommended.

Good sources of iron include:
- dark-green leafy vegetables, such as watercress and spinach
- iron-fortified cereals or bread
- brown rice 
- pulses and beans
- nuts and seeds
- meat, fish and tofu
- eggs
- dried fruit, such as dried apricots, prunes and raisins","There are many things that can lead to a lack of iron in the body. In men and post-menopausal women, the most common cause is bleeding in the stomach and intestines.

This can be caused by:
- a stomach ulcer
- stomach cancer
- bowel cancer
- taking non-steroidal anti-inflammatory drugs (NSAIDs)

In women of reproductive age, heavy periods and pregnancy are the most common causes of iron deficiency anaemia. This is due to your body needing extra iron for your baby during pregnancy.

Unless you're pregnant, it's rare for iron deficiency anaemia to be caused just by a lack of iron in your diet. However, if you do lack dietary iron, it may mean you're more likely to develop anaemia than if you have one of the problems mentioned above.",FALSE,https://www.nidirect.gov.uk/conditions/iron-deficiency-anaemia
Jet lag,Jet lag is when your normal sleep pattern is disturbed after a long flight. Symptoms usually improve within a few days as your body adjusts to the new time zone.,"The main symptoms are sleep-related. They include:
- difficulty sleeping at bedtime and waking up in the morning
- tiredness and exhaustion
- finding it difficult to stay awake during the day
- poor sleep quality
- concentration and memory problems

Jet lag can also be associated with indigestion, constipation, diarrhoea and bloating.","Symptoms of jet lag often improve after a few days as your body clock adjusts to the new time zone and so medicines aren't usually needed.

Sleeping tablets may be helpful if you're having problems sleeping (insomnia). They can be addictive so should only be used for a short time and if symptoms are severe.

Melatonin is a chemical released by the body in the evening to let your brain know it's time to sleep. Melatonin supplements aren't recommended for jet lag because there isn't enough evidence that they work.","Jet lag can't be prevented, but there are things you can do to help reduce its effects.

#Before you travel
Some things you can do before travelling include:
- getting plenty of rest
- relaxing before going to bed and follow good sleep practices
- gradually change your sleep routine - start going to bed and getting up an hour or two earlier or later than usual (in line with the time of your destination)
- avoid eating large meals, exercise, using electronic gadgets, or drinking alcohol or caffeinated drinks before bedtime

#During your flight
During your flight you should:
- drink plenty of water
- sleep if it's a normal time for sleeping at your destination
- use an eye mask and earplugs if they help you sleep
- keep active by stretching and regularly walking around the cabin
- avoid drinking too much caffeine or alcohol - they can make jet lag worse

#After you arrive
After arriving you should:
- change your sleep schedule to the new time zone as quickly as possible
- set an alarm to avoid oversleeping in the morning
- go outside during the day - natural light will help your body clock adjust
- not go to sleep until a reasonable hour for your new destination

If your trip is short it may be better to stay on ""home time"". If possible, eat and sleep at the times you would at home.",FALSE,"https://www.nidirect.gov.uk/conditions/jet-lag
https://www.webmd.com/a-to-z-guides/understanding-hemophilia-prevention#:~:text=Because%20it's%20a%20genetic%20disease,decide%20to%20have%20a%20baby. "
